"Commune","Code_postal","Departement","Code_INSEE"
"CHAUVINCOURT PROVEMONT",27150,"EURE",27153
"COUDRAY",27150,"EURE",27176
"DOUDEAUVILLE EN VEXIN",27150,"EURE",27204
"ETREPAGNY",27150,"EURE",27226
"FARCEAUX",27150,"EURE",27232
"GAMACHES EN VEXIN",27150,"EURE",27276
"HACQUEVILLE",27150,"EURE",27310
"HEBECOURT",27150,"EURE",27324
"LONGCHAMPS",27150,"EURE",27372
"MAINNEVILLE",27150,"EURE",27379
"MARTAGNY",27150,"EURE",27392
"MESNIL SOUS VIENNE",27150,"EURE",27405
"MORGNY",27150,"EURE",27417
"LA NEUVE GRANGE",27150,"EURE",27430
"NOJEON EN VEXIN",27150,"EURE",27437
"PROVEMONT",27150,"EURE",27479
"PUCHAY",27150,"EURE",27480
"STE MARIE DE VATIMESNIL",27150,"EURE",27567
"SANCOURT",27150,"EURE",27614
"SAUSSAY LA CAMPAGNE",27150,"EURE",27617
"LE THIL",27150,"EURE",27632
"LES BAUX DE BRETEUIL",27160,"EURE",27043
"BEMECOURT",27160,"EURE",27054
"BRETEUIL",27160,"EURE",27112
"LE CHESNE",27160,"EURE",27157
"CINTRAY",27160,"EURE",27159
"CONDE SUR ITON",27160,"EURE",27166
"DAME MARIE",27160,"EURE",27195
"FRANCHEVILLE",27160,"EURE",27265
"GUERNANVILLE",27160,"EURE",27303
"LA GUEROULDE",27160,"EURE",27305
"ST DENIS DU BEHELAN",27160,"EURE",27532
"STE MARGUERITE DE L AUTEL",27160,"EURE",27565
"ST NICOLAS D ATTEZ",27160,"EURE",27573
"ST OUEN D ATTEZ",27160,"EURE",27578
"BARC",27170,"EURE",27037
"BARQUET",27170,"EURE",27040
"BEAUMONTEL",27170,"EURE",27050
"BEAUMONT LE ROGER",27170,"EURE",27051
"BERVILLE LA CAMPAGNE",27170,"EURE",27063
"BRAY",27170,"EURE",27109
"COMBON",27170,"EURE",27164
"ECARDENVILLE LA CAMPAGNE",27170,"EURE",27210
"GOUPILLIERES",27170,"EURE",27290
"GROSLEY SUR RISLE",27170,"EURE",27300
"PERRIERS LA CAMPAGNE",27170,"EURE",27452
"LE PLESSIS STE OPPORTUNE",27170,"EURE",27466
"ROMILLY LA PUTHENAYE",27170,"EURE",27492
"TILLEUL DAME AGNES",27170,"EURE",27640
"LE TILLEUL OTHON",27170,"EURE",27642
"ARNIERES SUR ITON",27180,"EURE",27020
"AULNAY SUR ITON",27180,"EURE",27023
"LES BAUX STE CROIX",27180,"EURE",27044
"BERNIENVILLE",27180,"EURE",27057
"CAUGE",27180,"EURE",27132
"CLAVILLE",27180,"EURE",27161
"PARVILLE",27180,"EURE",27451
"LE PLESSIS GROHAN",27180,"EURE",27464
"ST SEBASTIEN DE MORSENT",27180,"EURE",27602
"TOURNEDOS BOIS HUBERT",27180,"EURE",27650
"LES VENTES",27180,"EURE",27678
"BEAUBRAY",27190,"EURE",27047
"LA BONNEVILLE SUR ITON",27190,"EURE",27082
"BUREY",27190,"EURE",27120
"CHAMP DOLENT",27190,"EURE",27141
"COLLANDRES QUINCARNON",27190,"EURE",27162
"CONCHES EN OUCHE",27190,"EURE",27165
"LA CROISILLE",27190,"EURE",27189
"EMANVILLE",27190,"EURE",27217
"FAVEROLLES LA CAMPAGNE",27190,"EURE",27235
"FERRIERES HAUT CLOCHER",27190,"EURE",27238
"LE FIDELAIRE",27190,"EURE",27242
"LE FRESNE",27190,"EURE",27268
"GAUDREVILLE LA RIVIERE",27190,"EURE",27281
"GLISOLLES",27190,"EURE",27287
"LOUVERSEY",27190,"EURE",27374
"LE MESNIL HARDRAY",27190,"EURE",27402
"NAGEL SEEZ MESNIL",27190,"EURE",27424
"NOGENT LE SEC",27190,"EURE",27436
"ORMES",27190,"EURE",27446
"ORVAUX",27190,"EURE",27447
"PORTES",27190,"EURE",27472
"ST ELIER",27190,"EURE",27535
"STE MARTHE",27190,"EURE",27568
"SEBECOURT",27190,"EURE",27618
"VERNON",27200,"EURE",27681
"BERVILLE SUR MER",27210,"EURE",27064
"BEUZEVILLE",27210,"EURE",27065
"BOULLEVILLE",27210,"EURE",27100
"CONTEVILLE",27210,"EURE",27169
"FATOUVILLE GRESTAIN",27210,"EURE",27233
"FIQUEFLEUR EQUAINVILLE",27210,"EURE",27243
"FORT MOVILLE",27210,"EURE",27258
"FOULBEC",27210,"EURE",27260
"LA LANDE ST LEGER",27210,"EURE",27361
"MANNEVILLE LA RAOULT",27210,"EURE",27384
"MARTAINVILLE",27210,"EURE",27393
"ST LEGER SUR BONNEVILLE",27210,"EURE",27559
"ST MACLOU",27210,"EURE",27561
"ST PIERRE DU VAL",27210,"EURE",27597
"ST SULPICE DE GRIMBOUVILL",27210,"EURE",27604
"LE TORPT",27210,"EURE",27646
"VANNECROCQ",27210,"EURE",27671
"LA LANDE",27210,"EURE",27904
"LES AUTHIEUX",27220,"EURE",27027
"BOIS LE ROI",27220,"EURE",27073
"LA BOISSIERE",27220,"EURE",27078
"BRETAGNOLLES",27220,"EURE",27111
"CHAMPIGNY LA FUTELAYE",27220,"EURE",27144
"CHAVIGNY BAILLEUL",27220,"EURE",27154
"COUDRES",27220,"EURE",27177
"LA FORET DU PARC",27220,"EURE",27256
"FOUCRAINVILLE",27220,"EURE",27259
"FRESNEY",27220,"EURE",27271
"GARENCIERES",27220,"EURE",27277
"GROSSOEUVRE",27220,"EURE",27301
"L HABIT",27220,"EURE",27309
"JUMELLES",27220,"EURE",27360
"LIGNEROLLES",27220,"EURE",27368
"MOUETTES",27220,"EURE",27419
"MOUSSEAUX NEUVILLE",27220,"EURE",27421
"PREY",27220,"EURE",27478
"QUESSIGNY",27220,"EURE",27484
"ST ANDRE DE L EURE",27220,"EURE",27507
"ST GERMAIN DE FRESNEY",27220,"EURE",27544
"ST LAURENT DES BOIS",27220,"EURE",27555
"SEREZ",27220,"EURE",27621
"BARVILLE",27230,"EURE",27042
"BAZOQUES",27230,"EURE",27046
"BOURNAINVILLE FAVEROLLES",27230,"EURE",27106
"LA CHAPELLE HARENG",27230,"EURE",27149
"DRUCOURT",27230,"EURE",27207
"DURANVILLE",27230,"EURE",27208
"FAVEROLLES LES MARES",27230,"EURE",27236
"LE FAVRIL",27230,"EURE",27237
"FOLLEVILLE",27230,"EURE",27248
"FONTAINE LA LOUVET",27230,"EURE",27252
"HEUDREVILLE EN LIEUVIN",27230,"EURE",27334
"PIENCOURT",27230,"EURE",27455
"LES PLACES",27230,"EURE",27459
"LE PLANQUAY",27230,"EURE",27462
"ST AUBIN DE SCELLON",27230,"EURE",27512
"ST GERMAIN LA CAMPAGNE",27230,"EURE",27547
"ST MARDS DE FRESNE",27230,"EURE",27564
"ST VINCENT DU BOULAY",27230,"EURE",27613
"LE THEIL NOLENT",27230,"EURE",27627
"THIBERVILLE",27230,"EURE",27629
"BOURNAINVILLE",27230,"EURE",27903
"LE RONCENAY AUTHENAY",27240,"EURE",27024
"AVRILLY",27240,"EURE",27032
"BOISSY SUR DAMVILLE",27240,"EURE",27080
"CHANTELOUP",27240,"EURE",27145
"CORNEUIL",27240,"EURE",27172
"COULONGES",27240,"EURE",27178
"CRETON",27240,"EURE",27186
"DAMVILLE",27240,"EURE",27198
"LES ESSARTS",27240,"EURE",27225
"GOUVILLE",27240,"EURE",27293
"GRANDVILLIERS",27240,"EURE",27297
"HELLENVILLIERS",27240,"EURE",27328
"MANTHELON",27240,"EURE",27387
"LES MINIERES",27240,"EURE",27409
"BUIS SUR DAMVILLE",27240,"EURE",27416
"ROMAN",27240,"EURE",27491
"LE RONCENAY",27240,"EURE",27494
"LE SACQ",27240,"EURE",27503
"THOMER LA SOGNE",27240,"EURE",27634
"VILLALET",27240,"EURE",27688
"SYLVAINS LES MOULINS",27240,"EURE",27693
"AMBENAY",27250,"EURE",27009
"AUVERGNY",27250,"EURE",27030
"BOIS ARNAULT",27250,"EURE",27069
"LES BOTTEREAUX",27250,"EURE",27096
"CHAMBORD",27250,"EURE",27139
"CHERONVILLIERS",27250,"EURE",27156
"LES FRETILS",27250,"EURE",27272
"JUIGNETTES",27250,"EURE",27359
"NEAUFLES AUVERGNY",27250,"EURE",27427
"RUGLES",27250,"EURE",27502
"ST ANTONIN DE SOMMAIRE",27250,"EURE",27508
"VAUX SUR RISLE",27250,"EURE",27675
"NEAUFLES SUR RISLE",27250,"EURE",27902
"ASNIERES",27260,"EURE",27021
"BAILLEUL LA VALLEE",27260,"EURE",27035
"LE BOIS HELLAIN",27260,"EURE",27071
"LA CHAPELLE BAYVEL",27260,"EURE",27146
"CORMEILLES",27260,"EURE",27170
"EPAIGNES",27260,"EURE",27218
"FRESNE CAUVERVILLE",27260,"EURE",27269
"JOUVEAUX",27260,"EURE",27357
"MORAINVILLE JOUVEAUX",27260,"EURE",27415
"ST PIERRE DE CORMEILLES",27260,"EURE",27591
"ST SYLVESTRE DE CORMEILLE",27260,"EURE",27605
"LE BOSC MOREL",27270,"EURE",27087
"BROGLIE",27270,"EURE",27117
"CAPELLES LES GRANDS",27270,"EURE",27130
"CHAMBLAC",27270,"EURE",27138
"LA CHAPELLE GAUTHIER",27270,"EURE",27148
"FERRIERES ST HILAIRE",27270,"EURE",27239
"GRAND CAMP",27270,"EURE",27295
"LA ROUSSIERE",27270,"EURE",27499
"ST AUBIN DU THENNEY",27270,"EURE",27514
"ST JEAN DU THENNEY",27270,"EURE",27552
"ST QUENTIN DES ISLES",27270,"EURE",27600
"LA TRINITE DE REVILLE",27270,"EURE",27660
"APPEVILLE ANNEBAULT",27290,"EURE",27018
"AUTHOU",27290,"EURE",27028
"BONNEVILLE APTOT",27290,"EURE",27083
"CONDE SUR RISLE",27290,"EURE",27167
"ECAQUELON",27290,"EURE",27209
"FRENEUSE SUR RISLE",27290,"EURE",27267
"GLOS SUR RISLE",27290,"EURE",27288
"ILLEVILLE SUR MONTFORT",27290,"EURE",27349
"MONTFORT SUR RISLE",27290,"EURE",27413
"PONT AUTHOU",27290,"EURE",27468
"ST PHILBERT SUR RISLE",27290,"EURE",27587
"THIERVILLE",27290,"EURE",27631
"TOUVILLE SUR MONTFORT",27290,"EURE",27657
"BERNAY",27300,"EURE",27056
"BOISSY LAMBERVILLE",27300,"EURE",27079
"CAORCHES ST NICOLAS",27300,"EURE",27129
"CARSIX",27300,"EURE",27131
"CORNEVILLE LA FOUQUETIERE",27300,"EURE",27173
"COURBEPINE",27300,"EURE",27179
"FONTAINE L ABBE",27300,"EURE",27251
"MALOUY",27300,"EURE",27381
"MENNEVAL",27300,"EURE",27398
"PLAINVILLE",27300,"EURE",27460
"PLASNES",27300,"EURE",27463
"ST AUBIN LE VERTUEUX",27300,"EURE",27516
"ST CLAIR D ARCEY",27300,"EURE",27523
"ST LEGER DE ROTES",27300,"EURE",27557
"ST MARTIN DU TILLEUL",27300,"EURE",27569
"ST NICOLAS DU BOSC L ABBE",27300,"EURE",27575
"ST VICTOR DE CHRETIENVILL",27300,"EURE",27608
"VALAILLES",27300,"EURE",27667
"BARNEVILLE SUR SEINE",27310,"EURE",27039
"BOSC BENARD CRESCY",27310,"EURE",27085
"BOSGOUET",27310,"EURE",27091
"BOUQUETOT",27310,"EURE",27102
"BOURG ACHARD",27310,"EURE",27103
"CAUMONT",27310,"EURE",27133
"EPREVILLE EN ROUMOIS",27310,"EURE",27223
"FLANCOURT CATELON",27310,"EURE",27244
"HONGUEMARE GUENOUVILLE",27310,"EURE",27340
"ST OUEN DE THOUBERVILLE",27310,"EURE",27580
"TRINITE DE THOUBERVILLE",27310,"EURE",27661
"COURDEMANCHE",27320,"EURE",27181
"DROISY",27320,"EURE",27206
"MADELEINE DE NONANCOURT",27320,"EURE",27378
"MARCILLY LA CAMPAGNE",27320,"EURE",27390
"MOISVILLE",27320,"EURE",27411
"NONANCOURT",27320,"EURE",27438
"PANLATTE",27320,"EURE",27450
"ST GERMAIN SUR AVRE",27320,"EURE",27548
"LA BARRE EN OUCHE",27330,"EURE",27041
"BOIS ANZERAY",27330,"EURE",27068
"BOIS NORMAND PRES LYRE",27330,"EURE",27075
"BOSC RENOULT EN OUCHE",27330,"EURE",27088
"CHAMPIGNOLLES",27330,"EURE",27143
"EPINAY",27330,"EURE",27221
"GISAY LA COUDRE",27330,"EURE",27283
"LA HAYE ST SYLVESTRE",27330,"EURE",27323
"LA NEUVE LYRE",27330,"EURE",27431
"ST PIERRE DU MESNIL",27330,"EURE",27596
"THEVRAY",27330,"EURE",27628
"LA VIEILLE LYRE",27330,"EURE",27685
"CRIQUEBEUF SUR SEINE",27340,"EURE",27188
"LES DAMPS",27340,"EURE",27196
"MARTOT",27340,"EURE",27394
"PONT DE L ARCHE",27340,"EURE",27469
"TOSTES",27340,"EURE",27648
"BRESTOT",27350,"EURE",27110
"CAUVERVILLE EN ROUMOIS",27350,"EURE",27134
"ETREVILLE",27350,"EURE",27227
"ETURQUERAYE",27350,"EURE",27228
"HAUVILLE",27350,"EURE",27316
"LA HAYE AUBREE",27350,"EURE",27317
"LA HAYE DE ROUTOT",27350,"EURE",27319
"LE LANDIN",27350,"EURE",27363
"ROUGEMONTIERS",27350,"EURE",27497
"ROUTOT",27350,"EURE",27500
"VALLETOT",27350,"EURE",27669
"PONT ST PIERRE",27360,"EURE",27470
"AMFREVILLE LA CAMPAGNE",27370,"EURE",27011
"LE BEC THOMAS",27370,"EURE",27053
"FOUQUEVILLE",27370,"EURE",27261
"LE GROS THEIL",27370,"EURE",27302
"LA HARENGERE",27370,"EURE",27313
"LA HAYE DU THEIL",27370,"EURE",27320
"HOULBEC PRES LE GROS THEI",27370,"EURE",27344
"MANDEVILLE",27370,"EURE",27382
"LA PYLE",27370,"EURE",27482
"ST AMAND DES HAUTES TERRE",27370,"EURE",27506
"ST CYR LA CAMPAGNE",27370,"EURE",27529
"ST DIDIER DES BOIS",27370,"EURE",27534
"ST GERMAIN DE PASQUIER",27370,"EURE",27545
"ST MESLIN DU BOSC",27370,"EURE",27572
"ST NICOLAS DU BOSC",27370,"EURE",27574
"ST OUEN DE PONTCHEUIL",27370,"EURE",27579
"ST PIERRE DES FLEURS",27370,"EURE",27593
"ST PIERRE DU BOSGUERARD",27370,"EURE",27595
"LA SAUSSAYE",27370,"EURE",27616
"LE THUIT ANGER",27370,"EURE",27636
"LE THUIT SIGNOL",27370,"EURE",27638
"LE THUIT SIMER",27370,"EURE",27639
"TOURVILLE LA CAMPAGNE",27370,"EURE",27654
"VRAIVILLE",27370,"EURE",27700
"AMFREVILLE LES CHAMPS",27380,"EURE",27012
"AMFREVILLE SOUS LES MONTS",27380,"EURE",27013
"BOURG BEAUDOIN",27380,"EURE",27104
"CHARLEVAL",27380,"EURE",27151
"DOUVILLE SUR ANDELLE",27380,"EURE",27205
"FLEURY SUR ANDELLE",27380,"EURE",27246
"FLIPOU",27380,"EURE",27247
"GRAINVILLE",27380,"EURE",27294
"RADEPONT",27380,"EURE",27487
"VANDRIMARE",27380,"EURE",27670
"LA GOULAFRIERE",27390,"EURE",27289
"MELICOURT",27390,"EURE",27395
"MESNIL ROUSSET",27390,"EURE",27404
"MONTREUIL L ARGILLE",27390,"EURE",27414
"NOTRE DAME DU HAMEL",27390,"EURE",27442
"ST AGNAN DE CERNIERE",27390,"EURE",27505
"ST AQUILIN D AUGERONS",27390,"EURE",27509
"ST DENIS D AUGERONS",27390,"EURE",27530
"ST LAURENT DU TENCEMENT",27390,"EURE",27556
"ST PIERRE DE CERNIERES",27390,"EURE",27590
"VERNEUSSES",27390,"EURE",27680
"ACQUIGNY",27400,"EURE",27003
"AMFREVILLE SUR ITON",27400,"EURE",27014
"CANAPPEVILLE",27400,"EURE",27127
"CRASVILLE",27400,"EURE",27184
"LA HAYE LE COMTE",27400,"EURE",27321
"LA HAYE MALHERBE",27400,"EURE",27322
"HEUDEBOUVILLE",27400,"EURE",27332
"HEUDREVILLE SUR EURE",27400,"EURE",27335
"HONDOUVILLE",27400,"EURE",27339
"HOUETTEVILLE",27400,"EURE",27342
"INCARVILLE",27400,"EURE",27351
"LOUVIERS",27400,"EURE",27375
"LE MESNIL JOURDAIN",27400,"EURE",27403
"MONTAURE",27400,"EURE",27412
"PINTERVILLE",27400,"EURE",27456
"LES PLANCHES",27400,"EURE",27461
"QUATREMARE",27400,"EURE",27483
"SURTAUVILLE",27400,"EURE",27623
"SURVILLE",27400,"EURE",27624
"LA VACHERIE",27400,"EURE",27666
"VIRONVAY",27400,"EURE",27697
"AJOU",27410,"EURE",27007
"BEAUMESNIL",27410,"EURE",27049
"GOUTTIERES",27410,"EURE",27292
"GRANDCHAIN",27410,"EURE",27296
"LA HOUSSAYE",27410,"EURE",27345
"JONQUERETS DE LIVET",27410,"EURE",27356
"LANDEPEREUSE",27410,"EURE",27362
"LE NOYER EN OUCHE",27410,"EURE",27444
"ST AUBIN DES HAYES",27410,"EURE",27513
"ST AUBIN LE GUICHARD",27410,"EURE",27515
"STE MARGUERITE EN OUCHE",27410,"EURE",27566
"AUTHEVERNES",27420,"EURE",27026
"CAHAIGNES",27420,"EURE",27122
"CANTIERS",27420,"EURE",27128
"CHATEAU SUR EPTE",27420,"EURE",27152
"MOUFLAINES",27420,"EURE",27420
"RICHEVILLE",27420,"EURE",27490
"SUZAY",27420,"EURE",27625
"LES THILLIERS VEXIN",27420,"EURE",27633
"VILLERS EN VEXIN",27420,"EURE",27690
"ANDE",27430,"EURE",27015
"CONNELLES",27430,"EURE",27168
"DAUBEUF PRES VATTEVILLE",27430,"EURE",27202
"HERQUEVILLE",27430,"EURE",27330
"MUIDS",27430,"EURE",27422
"PORTE JOIE",27430,"EURE",27471
"ST ETIENNE DU VAUVRAY",27430,"EURE",27537
"ST PIERRE DU VAUVRAY",27430,"EURE",27598
"VATTEVILLE",27430,"EURE",27673
"BACQUEVILLE",27440,"EURE",27034
"ECOUIS",27440,"EURE",27214
"GAILLARDBOIS CRESSENVILLE",27440,"EURE",27274
"HOUVILLE EN VEXIN",27440,"EURE",27346
"LISORS",27440,"EURE",27370
"MESNIL VERCLIVES",27440,"EURE",27407
"TOUFFREVILLE",27440,"EURE",27649
"ST BENOIT DES OMBRES",27450,"EURE",27520
"ST CHRISTOPHE SUR CONDE",27450,"EURE",27522
"ST ETIENNE L ALLIER",27450,"EURE",27538
"ST GEORGES DU VIEVRE",27450,"EURE",27542
"ST GREGOIRE DU VIEVRE",27450,"EURE",27550
"ST MARTIN ST FIRMIN",27450,"EURE",27571
"ST PIERRE DES IFS",27450,"EURE",27594
"ALIZAY",27460,"EURE",27008
"IGOVILLE",27460,"EURE",27348
"LE MANOIR",27460,"EURE",27386
"LAUNAY",27470,"EURE",27364
"SERQUIGNY",27470,"EURE",27622
"BEAUFICEL EN LYONS",27480,"EURE",27048
"BEZU LA FORET",27480,"EURE",27066
"BOSQUENTIN",27480,"EURE",27094
"FLEURY LA FORET",27480,"EURE",27245
"LILLY",27480,"EURE",27369
"LORLEAU",27480,"EURE",27373
"LYONS LA FORET",27480,"EURE",27377
"LE TRONQUAY",27480,"EURE",27664
"AUTHEUIL AUTHOUILLET",27490,"EURE",27025
"AUTHOUILLET",27490,"EURE",27029
"CAILLY SUR EURE",27490,"EURE",27124
"LA CROIX ST LEUFROY",27490,"EURE",27191
"ECARDENVILLE SUR EURE",27490,"EURE",27211
"FONTAINE HEUDEBOURG",27490,"EURE",27250
"AIZIER",27500,"EURE",27006
"BOUQUELON",27500,"EURE",27101
"BOURNEVILLE",27500,"EURE",27107
"CAMPIGNY",27500,"EURE",27126
"COLLETOT",27500,"EURE",27163
"CORNEVILLE SUR RISLE",27500,"EURE",27174
"FOURMETOT",27500,"EURE",27263
"MANNEVILLE SUR RISLE",27500,"EURE",27385
"PONT AUDEMER",27500,"EURE",27467
"LES PREAUX",27500,"EURE",27476
"STE CROIX SUR AIZIER",27500,"EURE",27526
"ST GERMAIN VILLAGE",27500,"EURE",27549
"ST MARDS DE BLACARVILLE",27500,"EURE",27563
"ST PAUL SUR RISLE",27500,"EURE",27585
"ST SYMPHORIEN",27500,"EURE",27606
"SELLES",27500,"EURE",27620
"TOCQUEVILLE",27500,"EURE",27645
"TOURVILLE SUR PONT AUDEME",27500,"EURE",27655
"TOUTAINVILLE",27500,"EURE",27656
"TRICQUEVILLE",27500,"EURE",27662
"FONTENAY",27510,"EURE",27255
"FORET LA FOLIE",27510,"EURE",27257
"GUITRY",27510,"EURE",27308
"MEZIERES EN VEXIN",27510,"EURE",27408
"PANILLEUSE",27510,"EURE",27449
"PRESSAGNY L ORGUEILLEUX",27510,"EURE",27477
"TILLY",27510,"EURE",27644
"TOURNY",27510,"EURE",27653
"BERVILLE EN ROUMOIS",27520,"EURE",27062
"BOISSEY LE CHATEL",27520,"EURE",27077
"BOSC BENARD COMMIN",27520,"EURE",27084
"BOSCHERVILLE",27520,"EURE",27086
"BOSC RENOULT EN ROUMOIS",27520,"EURE",27089
"BOSGUERARD DE MARCOUVILLE",27520,"EURE",27092
"BOURGTHEROULDE INFREVILLE",27520,"EURE",27105
"INFREVILLE",27520,"EURE",27352
"ST DENIS DES MONTS",27520,"EURE",27531
"ST LEGER DU GENNETEY",27520,"EURE",27558
"ST PHILBERT SUR BOISSE",27520,"EURE",27586
"THEILLEMENT",27520,"EURE",27626
"THUIT HEBERT",27520,"EURE",27637
"VOISCREVILLE",27520,"EURE",27699
"EZY SUR EURE",27530,"EURE",27230
"IVRY LA BATAILLE",27540,"EURE",27355
"FONTAINE LA SORET",27550,"EURE",27253
"NASSANDRES",27550,"EURE",27425
"EPREVILLE EN LIEUVIN",27560,"EURE",27222
"GIVERVILLE",27560,"EURE",27286
"LIEUREY",27560,"EURE",27367
"NOARDS",27560,"EURE",27434
"LA NOE POULAIN",27560,"EURE",27435
"LA POTERIE MATHIEU",27560,"EURE",27475
"ST GEORGES DU MESNIL",27560,"EURE",27541
"ST JEAN DE LA LECQUERAYE",27560,"EURE",27551
"ST SIMEON",27560,"EURE",27603
"ACON",27570,"EURE",27002
"BREUX SUR AVRE",27570,"EURE",27115
"L HOSMES",27570,"EURE",27341
"TILLIERES SUR AVRE",27570,"EURE",27643
"BOURTH",27580,"EURE",27108
"CHAISE DIEU DU THEIL",27580,"EURE",27137
"GOURNAY LE GUERIN",27580,"EURE",27291
"PITRES",27590,"EURE",27458
"AILLY",27600,"EURE",27005
"CHAMPENARD",27600,"EURE",27142
"FONTAINE BELLENGER",27600,"EURE",27249
"GAILLON",27600,"EURE",27275
"ST AUBIN SUR GAILLON",27600,"EURE",27517
"STE BARBE SUR GAILLON",27600,"EURE",27519
"ST JULIEN DE LA LIEGUE",27600,"EURE",27553
"ST PIERRE LA GARENNE",27600,"EURE",27599
"VIEUX VILLEZ",27600,"EURE",27687
"ROMILLY SUR ANDELLE",27610,"EURE",27493
"BOIS JEROME ST OUEN",27620,"EURE",27072
"GASNY",27620,"EURE",27279
"GIVERNY",27620,"EURE",27285
"STE GENEVIEVE LES GASNY",27620,"EURE",27540
"BERTHENONVILLE",27630,"EURE",27060
"BUS ST REMY",27630,"EURE",27121
"CIVIERES",27630,"EURE",27160
"DAMPSMESNIL",27630,"EURE",27197
"ECOS",27630,"EURE",27213
"FOURGES",27630,"EURE",27262
"FOURS EN VEXIN",27630,"EURE",27264
"HARICOURT",27630,"EURE",27314
"HEUBECOURT HARICOURT",27630,"EURE",27331
"HEUBECOURT",27630,"EURE",27912
"BREUILPONT",27640,"EURE",27114
"MEREY",27640,"EURE",27400
"VILLIERS EN DESOEUVRE",27640,"EURE",27696
"LOUYE",27650,"EURE",27376
"MESNIL SUR L ESTREE",27650,"EURE",27406
"MUZY",27650,"EURE",27423
"BERNOUVILLE",27660,"EURE",27059
"BEZU ST ELOI",27660,"EURE",27067
"BOSC ROGER EN ROUMOIS",27670,"EURE",27090
"BOSNORMAND",27670,"EURE",27093
"ST OUEN DU TILLEUL",27670,"EURE",27582
"MARAIS VERNIER",27680,"EURE",27388
"QUILLEBEUF SUR SEINE",27680,"EURE",27485
"ST AUBIN SUR QUILLEBEUF",27680,"EURE",27518
"STE OPPORTUNE LA MARE",27680,"EURE",27577
"ST OUEN DES CHAMPS",27680,"EURE",27581
"ST SAMSON DE LA ROQUE",27680,"EURE",27601
"ST THURIEN",27680,"EURE",27607
"TROUVILLE LA HAULE",27680,"EURE",27665
"VIEUX PORT",27680,"EURE",27686
"LERY",27690,"EURE",27365
"LES ANDELYS",27700,"EURE",27016
"BERNIERES SUR SEINE",27700,"EURE",27058
"BOUAFLES",27700,"EURE",27097
"CORNY",27700,"EURE",27175
"CUVERVILLE",27700,"EURE",27194
"FRESNE L ARCHEVEQUE",27700,"EURE",27270
"GUISENIERS",27700,"EURE",27307
"HARQUENCY",27700,"EURE",27315
"HENNEZIS",27700,"EURE",27329
"HEUQUEVILLE",27700,"EURE",27337
"LA ROQUETTE",27700,"EURE",27495
"LE THUIT",27700,"EURE",27635
"TOSNY",27700,"EURE",27647
"VEZILLON",27700,"EURE",27683
"ST GEORGES MOTEL",27710,"EURE",27543
"DANGU",27720,"EURE",27199
"GUERNY",27720,"EURE",27304
"NOYERS",27720,"EURE",27445
"BUEIL",27730,"EURE",27119
"EPIEDS",27730,"EURE",27220
"NEUILLY",27730,"EURE",27429
"POSES",27740,"EURE",27474
"LA COUTURE BOUSSEY",27750,"EURE",27183
"LA FERRIERE SUR RISLE",27760,"EURE",27240
"ILLIERS L EVEQUE",27770,"EURE",27350
"GARENNES SUR EURE",27780,"EURE",27278
"ROSAY SUR LIEURE",27790,"EURE",27496
"ACLOU",27800,"EURE",27001
"LE BEC HELLOUIN",27800,"EURE",27052
"BERTHOUVILLE",27800,"EURE",27061
"BOISNEY",27800,"EURE",27074
"BOSROBERT",27800,"EURE",27095
"BRETIGNY",27800,"EURE",27113
"BRIONNE",27800,"EURE",27116
"CALLEVILLE",27800,"EURE",27125
"FRANQUEVILLE",27800,"EURE",27266
"HARCOURT",27800,"EURE",27311
"LA HAYE DE CALLEVILLE",27800,"EURE",27318
"HECMANVILLE",27800,"EURE",27325
"LIVET SUR AUTHOU",27800,"EURE",27371
"MALLEVILLE SUR LE BEC",27800,"EURE",27380
"MORSAN",27800,"EURE",27418
"NEUVILLE SUR AUTHOU",27800,"EURE",27433
"NOTRE DAME D EPINE",27800,"EURE",27441
"ST CYR DE SALERNE",27800,"EURE",27527
"ST ELOI DE FOURQUES",27800,"EURE",27536
"ST PAUL DE FOURQUES",27800,"EURE",27584
"ST PIERRE DE SALERNE",27800,"EURE",27592
"ST VICTOR D EPINE",27800,"EURE",27609
"THIBOUVILLE",27800,"EURE",27630
"MARCILLY SUR EURE",27810,"EURE",27391
"ARMENTIERES SUR AVRE",27820,"EURE",27019
"CHENNEBRUN",27820,"EURE",27155
"ST CHRISTOPHE SUR AVRE",27820,"EURE",27521
"NEAUFLES ST MARTIN",27830,"EURE",27426
"MENESQUEVILLE",27850,"EURE",27396
"HEUDICOURT",27860,"EURE",27333
"VESLY",27870,"EURE",27682
"LA NEUVILLE DU BOSC",27890,"EURE",27432
"LES HOGUES",27910,"EURE",27338
"LETTEGUIVES",27910,"EURE",27366
"PERRIERS SUR ANDELLE",27910,"EURE",27453
"PERRUEL",27910,"EURE",27454
"RENNEVILLE",27910,"EURE",27488
"VASCOEUIL",27910,"EURE",27672
"ST ETIENNE SOUS BAILLEUL",27920,"EURE",27539
"ST PIERRE DE BAILLEUL",27920,"EURE",27589
"ANGERVILLE LA CAMPAGNE",27930,"EURE",27017
"AVIRON",27930,"EURE",27031
"BACQUEPUIS",27930,"EURE",27033
"LE BOULAY MORIN",27930,"EURE",27099
"BROSVILLE",27930,"EURE",27118
"LA CHAPELLE DU BOIS DES F",27930,"EURE",27147
"CIERREY",27930,"EURE",27158
