"Commune","Code_postal","Departement","Code_INSEE"
"LA VILLE AUX BOIS LES PON",2160,"AISNE",2803
"VILLERS EN PRAYERES",2160,"AISNE",2811
"BARZY EN THIERACHE",2170,"AISNE",2050
"ESQUEHERIES",2170,"AISNE",2286
"FONTENELLE",2170,"AISNE",2324
"LESCHELLES",2170,"AISNE",2419
"LE NOUVION EN THIERACHE",2170,"AISNE",2558
"AGUILCOURT",2190,"AISNE",2005
"AMIFONTAINE",2190,"AISNE",2013
"BERRY AU BAC",2190,"AISNE",2073
"BERTRICOURT",2190,"AISNE",2076
"CONDE SUR SUIPPE",2190,"AISNE",2211
"EVERGNICOURT",2190,"AISNE",2299
"GUIGNICOURT",2190,"AISNE",2360
"JUVINCOURT ET DAMARY",2190,"AISNE",2399
"LOR",2190,"AISNE",2440
"LA MALMAISON",2190,"AISNE",2454
"MENNEVILLE",2190,"AISNE",2475
"NEUFCHATEL SUR AISNE",2190,"AISNE",2541
"ORAINVILLE",2190,"AISNE",2572
"PIGNICOURT",2190,"AISNE",2601
"PROUVAIS",2190,"AISNE",2626
"PROVISEUX ET PLESNOY",2190,"AISNE",2627
"VARISCOURT",2190,"AISNE",2761
"ACY",2200,"AISNE",2003
"AMBRIEF",2200,"AISNE",2012
"BELLEU",2200,"AISNE",2064
"BERZY LE SEC",2200,"AISNE",2077
"BILLY SUR AISNE",2200,"AISNE",2089
"BUZANCY",2200,"AISNE",2138
"CHACRISE",2200,"AISNE",2154
"CHAUDUN",2200,"AISNE",2172
"COURMELLES",2200,"AISNE",2226
"CUISY EN ALMONT",2200,"AISNE",2253
"MERCIN ET VAUX",2200,"AISNE",2477
"MISSY AUX BOIS",2200,"AISNE",2485
"NAMPTEUIL SOUS MURET",2200,"AISNE",2536
"NOYANT ET ACONIN",2200,"AISNE",2564
"PASLY",2200,"AISNE",2593
"PERNANT",2200,"AISNE",2598
"PLOISY",2200,"AISNE",2607
"POMMIERS",2200,"AISNE",2610
"ROZIERES SUR CRISE",2200,"AISNE",2663
"SACONIN ET BREUIL",2200,"AISNE",2667
"SEPTMONTS",2200,"AISNE",2706
"SOISSONS",2200,"AISNE",2722
"VAUREZIS",2200,"AISNE",2767
"VAUXBUIN",2200,"AISNE",2770
"VENIZEL",2200,"AISNE",2780
"VILLENEUVE ST GERMAIN",2200,"AISNE",2805
"ARMENTIERES SUR OURCQ",2210,"AISNE",2023
"BEUGNEUX",2210,"AISNE",2082
"BILLY SUR OURCQ",2210,"AISNE",2090
"BRECY",2210,"AISNE",2119
"BRENY",2210,"AISNE",2121
"CHOUY",2210,"AISNE",2192
"COINCY",2210,"AISNE",2203
"LA CROIX SUR OURCQ",2210,"AISNE",2241
"CUGNY LES CROUTTES",2210,"AISNE",2247
"DROIZY",2210,"AISNE",2272
"GRISOLLES",2210,"AISNE",2356
"HARTENNES ET TAUX",2210,"AISNE",2372
"LATILLY",2210,"AISNE",2411
"LAUNOY",2210,"AISNE",2412
"MONTGRU ST HILAIRE",2210,"AISNE",2507
"MURET ET CROUTTES",2210,"AISNE",2533
"NANTEUIL NOTRE DAME",2210,"AISNE",2538
"OULCHY LA VILLE",2210,"AISNE",2579
"OULCHY LE CHATEAU",2210,"AISNE",2580
"PARCY ET TIGNY",2210,"AISNE",2585
"LE PLESSIER HULEU",2210,"AISNE",2606
"ROCOURT ST MARTIN",2210,"AISNE",2649
"ROZET ST ALBIN",2210,"AISNE",2662
"GRAND ROZOY",2210,"AISNE",2665
"ST REMY BLANZY",2210,"AISNE",2693
"VICHEL NANTEUIL",2210,"AISNE",2796
"VIERZY",2210,"AISNE",2799
"VILLEMONTOIRE",2210,"AISNE",2804
"AUGY",2220,"AISNE",2036
"BAZOCHES SUR VESLES",2220,"AISNE",2054
"BRAINE",2220,"AISNE",2110
"BRENELLE",2220,"AISNE",2120
"BRUYS",2220,"AISNE",2129
"CERSEUIL",2220,"AISNE",2152
"CHERY CHARTREUVE",2220,"AISNE",2179
"CIRY SALSOGNE",2220,"AISNE",2195
"COURCELLES SUR VESLES",2220,"AISNE",2224
"COUVRELLES",2220,"AISNE",2230
"CUIRY HOUSSE",2220,"AISNE",2249
"CYS LA COMMUNE",2220,"AISNE",2255
"DHUIZEL",2220,"AISNE",2263
"JOUAIGNES",2220,"AISNE",2393
"LESGES",2220,"AISNE",2421
"LHUYS",2220,"AISNE",2427
"LIME",2220,"AISNE",2432
"MAAST ET VIOLAINE",2220,"AISNE",2447
"MONT NOTRE DAME",2220,"AISNE",2520
"MONT ST MARTIN",2220,"AISNE",2523
"PAARS",2220,"AISNE",2581
"QUINCY SOUS LE MONT",2220,"AISNE",2633
"ST MARD",2220,"AISNE",2682
"ST THIBAUT",2220,"AISNE",2695
"SERCHES",2220,"AISNE",2711
"SERMOISE",2220,"AISNE",2714
"TANNIERES",2220,"AISNE",2735
"VASSENY",2220,"AISNE",2763
"VAUXTIN",2220,"AISNE",2773
"VILLE SAVOYE",2220,"AISNE",2817
"FRESNOY LE GRAND",2230,"AISNE",2334
"ALAINCOURT",2240,"AISNE",2009
"BERTHENICOURT",2240,"AISNE",2075
"BRISSAY CHOIGNY",2240,"AISNE",2123
"BRISSY HAMEGICOURT",2240,"AISNE",2124
"CERIZY",2240,"AISNE",2149
"CHATILLON SUR OISE",2240,"AISNE",2170
"ITANCOURT",2240,"AISNE",2387
"MEZIERES SUR OISE",2240,"AISNE",2483
"PARPEVILLE",2240,"AISNE",2592
"PLEINE SELVE",2240,"AISNE",2605
"REGNY",2240,"AISNE",2636
"RENANSART",2240,"AISNE",2640
"RIBEMONT",2240,"AISNE",2648
"SERY LES MEZIERES",2240,"AISNE",2717
"SISSY",2240,"AISNE",2721
"SURFONTAINE",2240,"AISNE",2732
"VILLERS LE SEC",2240,"AISNE",2813
"AUTREMENCOURT",2250,"AISNE",2039
"BERLANCOURT",2250,"AISNE",2068
"BOSMONT SUR SERRE",2250,"AISNE",2101
"CHEVENNES",2250,"AISNE",2182
"CILLY",2250,"AISNE",2194
"ERLON",2250,"AISNE",2283
"HOUSSET",2250,"AISNE",2385
"MARCY SOUS MARLE",2250,"AISNE",2460
"MARLE",2250,"AISNE",2468
"MONTIGNY LE FRANC",2250,"AISNE",2513
"MONTIGNY SOUS MARLE",2250,"AISNE",2516
"LA NEUVILLE BOSMONT",2250,"AISNE",2545
"LA NEUVILLE HOUSSET",2250,"AISNE",2547
"ST PIERREMONT",2250,"AISNE",2689
"TAVAUX ET PONTSERICOURT",2250,"AISNE",2737
"THIERNU",2250,"AISNE",2742
"TOULIS ET ATTENCOURT",2250,"AISNE",2745
"VOYENNE",2250,"AISNE",2827
"LA CAPELLE",2260,"AISNE",2141
"CLAIRFONTAINE",2260,"AISNE",2197
"ENGLANCOURT",2260,"AISNE",2276
"ERLOY",2260,"AISNE",2284
"LA FLAMENGRIE",2260,"AISNE",2312
"FROIDESTREES",2260,"AISNE",2337
"GERGNY",2260,"AISNE",2342
"LERZY",2260,"AISNE",2418
"PAPLEUX",2260,"AISNE",2584
"ROCQUIGNY",2260,"AISNE",2650
"ST ALGIS",2260,"AISNE",2670
"SOMMERON",2260,"AISNE",2725
"ASSIS SUR SERRE",2270,"AISNE",2027
"BARENTON SUR SERRE",2270,"AISNE",2048
"BOIS LES PARGNY",2270,"AISNE",2096
"CHALANDRY",2270,"AISNE",2156
"CHATILLON LES SONS",2270,"AISNE",2169
"CHEVRESIS MONCEAU",2270,"AISNE",2184
"COUVRON ET AUMENCOURT",2270,"AISNE",2231
"CRECY SUR SERRE",2270,"AISNE",2237
"DERCY",2270,"AISNE",2261
"LA FERTE CHEVRESIS",2270,"AISNE",2306
"FROIDMONT COHARTILLE",2270,"AISNE",2338
"MESBRECOURT RICHECOURT",2270,"AISNE",2480
"MONCEAU LE NEUF ET FAUCOU",2270,"AISNE",2491
"MONCEAU LES LEUPS",2270,"AISNE",2492
"MONTIGNY SUR CRECY",2270,"AISNE",2517
"MORTIERS",2270,"AISNE",2529
"NOUVION ET CATILLON",2270,"AISNE",2559
"PARGNY LES BOIS",2270,"AISNE",2591
"PONT A BUCY",2270,"AISNE",2611
"POUILLY SUR SERRE",2270,"AISNE",2617
"REMIES",2270,"AISNE",2638
"SONS ET RONCHERES",2270,"AISNE",2727
"AMBLENY",2290,"AISNE",2011
"BAGNEUX",2290,"AISNE",2043
"BERNY RIVIERE",2290,"AISNE",2071
"BIEUXY",2290,"AISNE",2087
"EPAGNY",2290,"AISNE",2277
"FONTENOY",2290,"AISNE",2326
"MONTIGNY LENGRAIN",2290,"AISNE",2514
"MORSAIN",2290,"AISNE",2527
"NOUVRON VINGRE",2290,"AISNE",2562
"OSLY COURTIL",2290,"AISNE",2576
"RESSONS LE LONG",2290,"AISNE",2643
"ST BANDRY",2290,"AISNE",2672
"ST CHRISTOPHE A BERRY",2290,"AISNE",2673
"TARTIERS",2290,"AISNE",2736
"VASSENS",2290,"AISNE",2762
"VEZAPONIN",2290,"AISNE",2793
"VIC SUR AISNE",2290,"AISNE",2795
"ABBECOURT",2300,"AISNE",2001
"AUDIGNICOURT",2300,"AISNE",2034
"AUTREVILLE",2300,"AISNE",2041
"BEAUMONT EN BEINE",2300,"AISNE",2056
"BESME",2300,"AISNE",2078
"BETHANCOURT EN VAUX",2300,"AISNE",2081
"BICHANCOURT",2300,"AISNE",2086
"BLERANCOURT",2300,"AISNE",2093
"BOURGUIGNON SOUS COUCY",2300,"AISNE",2107
"CAILLOUEL CREPIGNY",2300,"AISNE",2139
"CAMELIN",2300,"AISNE",2140
"CAUMONT",2300,"AISNE",2145
"CHAUNY",2300,"AISNE",2173
"COMMENCHON",2300,"AISNE",2207
"GUIVRY",2300,"AISNE",2362
"GUNY",2300,"AISNE",2363
"LOMBRAY",2300,"AISNE",2436
"MANICAMP",2300,"AISNE",2456
"MAREST DAMPCOURT",2300,"AISNE",2461
"NEUFLIEUX",2300,"AISNE",2542
"LA NEUVILLE EN BEINE",2300,"AISNE",2546
"OGNES",2300,"AISNE",2566
"PIERREMANDE",2300,"AISNE",2599
"QUIERZY",2300,"AISNE",2631
"ST AUBIN",2300,"AISNE",2671
"ST PAUL AUX BOIS",2300,"AISNE",2686
"SELENS",2300,"AISNE",2704
"SINCENY",2300,"AISNE",2719
"TROSLY LOIRE",2300,"AISNE",2750
"UGNY LE GAY",2300,"AISNE",2754
"VILLEQUIER AUMONT",2300,"AISNE",2807
"VIRY NOUREUIL",2300,"AISNE",2820
"BEZU LE GUERY",2310,"AISNE",2084
"CHARLY",2310,"AISNE",2163
"COUPRU",2310,"AISNE",2221
"CROUTTES SUR MARNE",2310,"AISNE",2242
"DOMPTIN",2310,"AISNE",2268
"MONTREUIL AUX LIONS",2310,"AISNE",2521
"NOGENT L ARTAUD",2310,"AISNE",2555
"PAVANT",2310,"AISNE",2596
"ROMENY SUR MARNE",2310,"AISNE",2653
"SAULCHERY",2310,"AISNE",2701
"VILLIERS ST DENIS",2310,"AISNE",2818
"ALLEMANT",2320,"AISNE",2010
"ANIZY LE CHATEAU",2320,"AISNE",2018
"BRANCOURT EN LAONNOIS",2320,"AISNE",2111
"CESSIERES",2320,"AISNE",2153
"FAUCOUCOURT",2320,"AISNE",2301
"LIZY",2320,"AISNE",2434
"PINON",2320,"AISNE",2602
"PREMONTRE",2320,"AISNE",2619
"SUZY",2320,"AISNE",2733
"VAUDESSON",2320,"AISNE",2766
"VAUXAILLON",2320,"AISNE",2768
"WISSIGNICOURT",2320,"AISNE",2834
"ARTONGES",2330,"AISNE",2026
"BAULNE EN BRIE",2330,"AISNE",2053
"CELLES LES CONDE",2330,"AISNE",2146
"LA CHAPELLE MONTHODON",2330,"AISNE",2161
"CONDE EN BRIE",2330,"AISNE",2209
"CONNIGIS",2330,"AISNE",2213
"COURBOIN",2330,"AISNE",2223
"MONTHUREL",2330,"AISNE",2510
"MONTIGNY LES CONDE",2330,"AISNE",2515
"MONTLEVON",2330,"AISNE",2518
"PARGNY LA DHUYS",2330,"AISNE",2590
"ST AGNAN",2330,"AISNE",2669
"ST EUGENE",2330,"AISNE",2677
"AGNICOURT ET SECHELLES",2340,"AISNE",2004
"BERLISE",2340,"AISNE",2069
"CHAOURSE",2340,"AISNE",2160
"CLERMONT LES FERMES",2340,"AISNE",2200
"DIZY LE GROS",2340,"AISNE",2264
"LISLET",2340,"AISNE",2433
"MONTCORNET",2340,"AISNE",2502
"MONTLOUE",2340,"AISNE",2519
"NOIRCOURT",2340,"AISNE",2556
"RENNEVAL",2340,"AISNE",2641
"STE GENEVIEVE",2340,"AISNE",2678
"SOIZE",2340,"AISNE",2723
"LE THUEL",2340,"AISNE",2743
"VIGNEUX HOCQUET",2340,"AISNE",2801
"LA VILLE AUX BOIS LES DIZ",2340,"AISNE",2802
"VINCY REUIL ET MAGNY",2340,"AISNE",2819
"BONCOURT",2350,"AISNE",2097
"BUCY LES PIERREPONT",2350,"AISNE",2133
"CHIVRES EN LAONNOIS",2350,"AISNE",2189
"CUIRIEUX",2350,"AISNE",2248
"EBOULEAU",2350,"AISNE",2274
"GIZY",2350,"AISNE",2346
"GOUDELANCOURT LES PIERREP",2350,"AISNE",2350
"GRANDLUP ET FAY",2350,"AISNE",2353
"LIESSE NOTRE DAME",2350,"AISNE",2430
"MACHECOURT",2350,"AISNE",2448
"MARCHAIS",2350,"AISNE",2457
"MISSY LES PIERREPONT",2350,"AISNE",2486
"PIERREPONT",2350,"AISNE",2600
"STE PREUVE",2350,"AISNE",2690
"VESLES ET CAUMONT",2350,"AISNE",2790
"ARCHON",2360,"AISNE",2021
"LES AUTELS",2360,"AISNE",2038
"BRUNEHAMEL",2360,"AISNE",2126
"CHERY LES ROZOY",2360,"AISNE",2181
"COINGT",2360,"AISNE",2204
"CUIRY LES IVIERS",2360,"AISNE",2251
"DOHIS",2360,"AISNE",2265
"DOLIGNON",2360,"AISNE",2266
"GRANDRIEUX",2360,"AISNE",2354
"IVIERS",2360,"AISNE",2388
"MONT ST JEAN",2360,"AISNE",2522
"MORGNY EN THIERACHE",2360,"AISNE",2526
"PARFONDEVAL",2360,"AISNE",2586
"RAILLIMONT",2360,"AISNE",2634
"RESIGNY",2360,"AISNE",2642
"ROUVROY SUR SERRE",2360,"AISNE",2660
"ROZOY SUR SERRE",2360,"AISNE",2666
"ST CLEMENT",2360,"AISNE",2674
"AIZY JOUY",2370,"AISNE",2008
"CELLES SUR AISNE",2370,"AISNE",2148
"CHASSEMY",2370,"AISNE",2167
"CHAVONNE",2370,"AISNE",2176
"CONDE SUR AISNE",2370,"AISNE",2210
"JOUY",2370,"AISNE",2394
"OSTEL",2370,"AISNE",2577
"PRESLES ET BOVES",2370,"AISNE",2620
"VAILLY SUR AISNE",2370,"AISNE",2758
"BASSOLES AULERS",2380,"AISNE",2052
"COUCY LE CHATEAU AUFFRIQU",2380,"AISNE",2217
"COUCY LA VILLE",2380,"AISNE",2219
"CRECY AU MONT",2380,"AISNE",2236
"FRESNES",2380,"AISNE",2333
"JUMENCOURT",2380,"AISNE",2395
"LANDRICOURT",2380,"AISNE",2406
"LEUILLY SOUS COUCY",2380,"AISNE",2423
"PONT ST MARD",2380,"AISNE",2616
"QUINCY BASSE",2380,"AISNE",2632
"VERNEUIL SOUS COUCY",2380,"AISNE",2786
"MONT D ORIGNY",2390,"AISNE",2503
"NEUVILLETTE",2390,"AISNE",2552
"ORIGNY STE BENOITE",2390,"AISNE",2575
"THENELLES",2390,"AISNE",2741
"AZY SUR MARNE",2400,"AISNE",2042
"BELLEAU",2400,"AISNE",2062
"BEZU ST GERMAIN",2400,"AISNE",2085
"BLESMES",2400,"AISNE",2094
"BONNEIL",2400,"AISNE",2098
"BONNESVALYN",2400,"AISNE",2099
"BOURESCHES",2400,"AISNE",2105
"BRASLES",2400,"AISNE",2114
"CHARTEVES",2400,"AISNE",2166
"CHATEAU THIERRY",2400,"AISNE",2168
"CHIERRY",2400,"AISNE",2187
"EPAUX BEZU",2400,"AISNE",2279
"EPIEDS",2400,"AISNE",2280
"ESSOMES SUR MARNE",2400,"AISNE",2290
"ETAMPES SUR MARNE",2400,"AISNE",2292
"ETREPILLY",2400,"AISNE",2297
"GLAND",2400,"AISNE",2347
"LUCY LE BOCAGE",2400,"AISNE",2443
"MONTHIERS",2400,"AISNE",2509
"MONT ST PERE",2400,"AISNE",2524
"NESLES LA MONTAGNE",2400,"AISNE",2540
"NOGENTEL",2400,"AISNE",2554
"VERDILLY",2400,"AISNE",2781
"ST GOBAIN",2410,"AISNE",2680
"ST NICOLAS AUX BOIS",2410,"AISNE",2685
"SEPTVAUX",2410,"AISNE",2707
"AUBENCHEUL AUX BOIS",2420,"AISNE",2030
"BELLENGLISE",2420,"AISNE",2063
"BELLICOURT",2420,"AISNE",2065
"BONY",2420,"AISNE",2100
"LE CATELET",2420,"AISNE",2143
"ESTREES",2420,"AISNE",2291
"GOUY",2420,"AISNE",2352
"HARGICOURT",2420,"AISNE",2370
"LE HAUCOURT",2420,"AISNE",2374
"JONCOURT",2420,"AISNE",2392
"LEMPIRE",2420,"AISNE",2417
"LEVERGIES",2420,"AISNE",2426
"MAGNY LA FOSSE",2420,"AISNE",2451
"NAUROY",2420,"AISNE",2539
"SEQUEHART",2420,"AISNE",2708
"VENDHUILE",2420,"AISNE",2776
"VILLERET",2420,"AISNE",2808
"GAUCHY",2430,"AISNE",2340
"BENAY",2440,"AISNE",2066
"CLASTRES",2440,"AISNE",2199
"GIBERCOURT",2440,"AISNE",2345
"HINACOURT",2440,"AISNE",2380
"LY FONTAINE",2440,"AISNE",2446
"MONTESCOURT LIZEROL",2440,"AISNE",2504
"REMIGNY",2440,"AISNE",2639
"BERGUES SUR SAMBRE",2450,"AISNE",2067
"BOUE",2450,"AISNE",2103
"DORENGT",2450,"AISNE",2269
"FESMY-LE-SART",2450,"AISNE",2308
"LAVAQUERESSE",2450,"AISNE",2414
"LA NEUVILLE LES DORENGT",2450,"AISNE",2548
"OISY",2450,"AISNE",2569
"LE SART",2450,"AISNE",2700
"LA FERTE MILON",2460,"AISNE",2307
"SILLY LA POTERIE",2460,"AISNE",2718
"TROESNES",2460,"AISNE",2749
"MOSLOY",2460,"AISNE",2901
"DAMMARD",2470,"AISNE",2258
"MACOGNY",2470,"AISNE",2449
"MARIZY STE GENEVIEVE",2470,"AISNE",2466
"MARIZY ST MARD",2470,"AISNE",2467
"MONNES",2470,"AISNE",2496
"NEUILLY ST FRONT",2470,"AISNE",2543
"PASSY EN VALOIS",2470,"AISNE",2594
"PRIEZ",2470,"AISNE",2622
"SOMMELANS",2470,"AISNE",2724
"ANNOIS",2480,"AISNE",2019
"ARTEMPS",2480,"AISNE",2025
"BRAY ST CHRISTOPHE",2480,"AISNE",2117
"CUGNY",2480,"AISNE",2246
"DURY",2480,"AISNE",2273
"HAPPENCOURT",2480,"AISNE",2367
"JUSSY",2480,"AISNE",2397
"OLLEZY",2480,"AISNE",2570
"PITHON",2480,"AISNE",2604
"SOMMETTE EAUCOURT",2480,"AISNE",2726
"ATTILLY",2490,"AISNE",2029
"CAULAINCOURT",2490,"AISNE",2144
"JEANCOURT",2490,"AISNE",2390
"MAISSEMY",2490,"AISNE",2452
"PONTRU",2490,"AISNE",2614
"PONTRUET",2490,"AISNE",2615
"TREFCON",2490,"AISNE",2747
"VENDELLES",2490,"AISNE",2774
"LE VERGUIER",2490,"AISNE",2782
"VERMAND",2490,"AISNE",2785
"ANY MARTIN RIEUX",2500,"AISNE",2020
"AUBENTON",2500,"AISNE",2031
"BEAUME",2500,"AISNE",2055
"BESMONT",2500,"AISNE",2079
"BUCILLY",2500,"AISNE",2130
"BUIRE",2500,"AISNE",2134
"EFFRY",2500,"AISNE",2275
"EPARCY",2500,"AISNE",2278
"LA HERIE",2500,"AISNE",2378
"HIRSON",2500,"AISNE",2381
"LEUZE",2500,"AISNE",2425
"LOGNY LES AUBENTON",2500,"AISNE",2435
"LUZOIR",2500,"AISNE",2445
"MARTIGNY",2500,"AISNE",2470
"MONDREPUIS",2500,"AISNE",2495
"NEUVE MAISON",2500,"AISNE",2544
"OHIS",2500,"AISNE",2567
"WIMY",2500,"AISNE",2833
"ETREUX",2510,"AISNE",2298
"HANNAPES",2510,"AISNE",2366
"IRON",2510,"AISNE",2386
"VENEROLLES",2510,"AISNE",2779
"FLAVY LE MARTEL",2520,"AISNE",2315
"CELLE SOUS MONTMIRAIL",2540,"AISNE",2147
"L EPINE AUX BOIS",2540,"AISNE",2281
"FONTENELLE EN BRIE",2540,"AISNE",2325
"MARCHAIS EN BRIE",2540,"AISNE",2458
"MONTFAUCON",2540,"AISNE",2505
"ROZOY BELLEVALLE",2540,"AISNE",2664
"VENDIERES",2540,"AISNE",2777
"VIELS MAISONS",2540,"AISNE",2798
"VIFFORT",2540,"AISNE",2800
"ORIGNY EN THIERACHE",2550,"AISNE",2574
"LA CHAPELLE SUR CHEZY",2570,"AISNE",2162
"CHEZY SUR MARNE",2570,"AISNE",2186
"ESSISES",2570,"AISNE",2289
"AUTREPPES",2580,"AISNE",2040
"ETREAUPONT",2580,"AISNE",2295
"SORBAIS",2580,"AISNE",2728
"AUBIGNY AUX KAISNES",2590,"AISNE",2032
"BEAUVOIS EN VERMANDOIS",2590,"AISNE",2060
"DOUCHY",2590,"AISNE",2270
"ETREILLERS",2590,"AISNE",2296
"FLUQUIERES",2590,"AISNE",2317
"FORESTE",2590,"AISNE",2327
"GERMAINE",2590,"AISNE",2343
"LANCHY",2590,"AISNE",2402
"ROUPY",2590,"AISNE",2658
"SAVY",2590,"AISNE",2702
"VAUX EN VERMANDOIS",2590,"AISNE",2772
"VILLERS ST CHRISTOPHE",2590,"AISNE",2815
"ANCIENVILLE",2600,"AISNE",2015
"COEUVRES ET VALSERY",2600,"AISNE",2201
"CORCY",2600,"AISNE",2216
"COYOLLES",2600,"AISNE",2232
"CUTRY",2600,"AISNE",2254
"DAMPLEUX",2600,"AISNE",2259
"DOMMIERS",2600,"AISNE",2267
"FAVEROLLES",2600,"AISNE",2302
"FLEURY",2600,"AISNE",2316
"HARAMONT",2600,"AISNE",2368
"LARGNY SUR AUTOMNE",2600,"AISNE",2410
"LAVERSINE",2600,"AISNE",2415
"LONGPONT",2600,"AISNE",2438
"LOUATRE",2600,"AISNE",2441
"MONTGOBERT",2600,"AISNE",2506
"MORTEFONTAINE",2600,"AISNE",2528
"NOROY SUR OURCQ",2600,"AISNE",2557
"OIGNY EN VALOIS",2600,"AISNE",2568
"PISSELEUX",2600,"AISNE",2603
"PUISEUX EN RETZ",2600,"AISNE",2628
"RETHEUIL",2600,"AISNE",2644
"ST PIERRE AIGLE",2600,"AISNE",2687
"SOUCY",2600,"AISNE",2729
"TAILLEFONTAINE",2600,"AISNE",2734
"VILLERS COTTERETS",2600,"AISNE",2810
"VILLERS HELON",2600,"AISNE",2812
"VIVIERES",2600,"AISNE",2822
"MOY DE L AISNE",2610,"AISNE",2532
"BUIRONFOSSE",2620,"AISNE",2135
"MENNEVRET",2630,"AISNE",2476
"PETIT VERLY",2630,"AISNE",2784
"WASSIGNY",2630,"AISNE",2830
"ST SIMON",2640,"AISNE",2694
"TUGNY ET PONT",2640,"AISNE",2752
"CREZANCY",2650,"AISNE",2239
"FOSSOY",2650,"AISNE",2328
"MEZY MOULINS",2650,"AISNE",2484
"CHAMPS",2670,"AISNE",2159
"FOLEMBRAY",2670,"AISNE",2318
"CASTRES",2680,"AISNE",2142
"CONTESCOURT",2680,"AISNE",2214
"DALLON",2680,"AISNE",2257
"FONTAINE LES CLERCS",2680,"AISNE",2320
"GRUGIES",2680,"AISNE",2359
"ESSIGNY LE GRAND",2690,"AISNE",2287
"URVILLERS",2690,"AISNE",2756
"AMIGNY ROUY",2700,"AISNE",2014
"BARISIS",2700,"AISNE",2049
"CONDREN",2700,"AISNE",2212
"DEUILLET",2700,"AISNE",2262
"FARGNIERS",2700,"AISNE",2300
"FRIERES FAILLOUEL",2700,"AISNE",2336
"LIEZ",2700,"AISNE",2431
"MENNESSIS",2700,"AISNE",2474
"QUESSY",2700,"AISNE",2630
"SERVAIS",2700,"AISNE",2716
"TERGNIER",2700,"AISNE",2738
"VOUEL",2700,"AISNE",2825
"HOMBLIERES",2720,"AISNE",2383
"MARCY",2720,"AISNE",2459
"MESNIL ST LAURENT",2720,"AISNE",2481
"FRANCILLY SELENCY",2760,"AISNE",2330
"HOLNON",2760,"AISNE",2382
"SERAUCOURT LE GRAND",2790,"AISNE",2710
"ACHERY",2800,"AISNE",2002
"ANDELAIN",2800,"AISNE",2016
"ANGUILCOURT LE SART",2800,"AISNE",2017
"BEAUTOR",2800,"AISNE",2059
"BERTAUCOURT EPOURDON",2800,"AISNE",2074
"CHARMES",2800,"AISNE",2165
"COURBES",2800,"AISNE",2222
"DANIZY",2800,"AISNE",2260
"LA FERE",2800,"AISNE",2304
"FRESSANCOURT",2800,"AISNE",2335
"MAYOT",2800,"AISNE",2473
"NOUVION LE COMTE",2800,"AISNE",2560
"ROGECOURT",2800,"AISNE",2651
"TRAVECY",2800,"AISNE",2746
"VENDEUIL",2800,"AISNE",2775
"VERSIGNY",2800,"AISNE",2788
"BRUMETZ",2810,"AISNE",2125
"BUSSIARES",2810,"AISNE",2137
"CHEZY EN ORXOIS",2810,"AISNE",2185
"COURCHAMPS",2810,"AISNE",2225
"GANDELU",2810,"AISNE",2339
"HAUTEVESNES",2810,"AISNE",2375
"LICY CLIGNON",2810,"AISNE",2428
"MARIGNY EN ORXOIS",2810,"AISNE",2465
"MONTIGNY L ALLIER",2810,"AISNE",2512
"ST GENGOULPH",2810,"AISNE",2679
"TORCY EN VALOIS",2810,"AISNE",2744
"VEUILLY LA POTERIE",2810,"AISNE",2792
"AIZELLES",2820,"AISNE",2007
"AUBIGNY EN LAONNOIS",2820,"AISNE",2033
"BERRIEUX",2820,"AISNE",2072
"CORBENY",2820,"AISNE",2215
"COURTRIZY ET FUSSIGNY",2820,"AISNE",2229
"GOUDELANCOURT LES BERRIEU",2820,"AISNE",2349
"MAUREGNY EN HAYE",2820,"AISNE",2472
"MONTAIGU",2820,"AISNE",2498
"STE CROIX",2820,"AISNE",2675
"ST ERME OUTRE ET RAMECOUR",2820,"AISNE",2676
"ST THOMAS",2820,"AISNE",2696
"ST MICHEL",2830,"AISNE",2684
"WATIGNY",2830,"AISNE",2831
"ATHIES SOUS LAON",2840,"AISNE",2028
"COUCY LES EPPES",2840,"AISNE",2218
"EPPES",2840,"AISNE",2282
"FESTIEUX",2840,"AISNE",2309
"MONCEAU LE WAAST",2840,"AISNE",2493
"PARFONDRU",2840,"AISNE",2587
"SAMOUSSY",2840,"AISNE",2697
"VESLUD",2840,"AISNE",2791
"BARZY SUR MARNE",2850,"AISNE",2051
"LE CHARMEL",2850,"AISNE",2164
"COURTEMONT VARENNES",2850,"AISNE",2228
"JAULGONNE",2850,"AISNE",2389
"PASSY SUR MARNE",2850,"AISNE",2595
"REUILLY SAUVIGNY",2850,"AISNE",2645
"TRELOU SUR MARNE",2850,"AISNE",2748
"ARRANCY",2860,"AISNE",2024
"BIEVRES",2860,"AISNE",2088
"BOUCONVILLE VAUCLAIR",2860,"AISNE",2102
"BRUYERES ET MONTBERAULT",2860,"AISNE",2128
"CERNY EN LAONNOIS",2860,"AISNE",2150
"CHAMOUILLE",2860,"AISNE",2158
"CHERET",2860,"AISNE",2177
"CHERMIZY AILLES",2860,"AISNE",2178
"COLLIGIS CRANDELAIN",2860,"AISNE",2205
"LAVAL EN LAONNOIS",2860,"AISNE",2413
"LIERVAL",2860,"AISNE",2429
"MARTIGNY COURPIERRE",2860,"AISNE",2471
"MONTCHALONS",2860,"AISNE",2501
"MONTHENAULT",2860,"AISNE",2508
"NEUVILLE SUR AILETTE",2860,"AISNE",2550
