,campagne,code_postal,code_postal_naissance,csp,debit_cb,flag_banque_principale,flag_epargne,nature_cb,patrimoine,regime_matrimonial,revenus_annuels,encours,cible,AGE,Parrain,domain,Sex,country_connexion,pays_de_naissance
2763,868.0,92120.0,56270.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,586.45,0,29.0,1,3.0,1,1.0,1.0
2767,456.0,62134.0,62780.0,4.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,1598.9,1,49.0,0,7.0,1,1.0,1.0
2768,868.0,77600.0,94500.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,13.06,0,31.0,1,3.0,-1,1.0,1.0
2772,868.0,13100.0,99.0,6.0,0.0,0.0,1.0,1.0,3.0,3.0,2.0,3380.0,1,65.0,1,6.0,0,1.0,4.0
2776,307.0,56700.0,56270.0,18.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,5010.0,1,26.0,0,3.0,0,1.0,1.0
2778,868.0,94400.0,99.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,16.14,0,26.0,1,3.0,1,1.0,14.0
2780,868.0,1170.0,99.0,12.0,5.0,1.0,1.0,0.0,0.0,2.0,0.0,451.49,0,26.0,1,3.0,-1,1.0,3.0
2787,868.0,59500.0,59500.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,125.71,0,28.0,1,15.0,-1,1.0,1.0
2793,868.0,92600.0,92270.0,6.0,0.0,0.0,0.0,1.0,5.0,0.0,2.0,380.0,0,76.0,1,0.0,1,1.0,1.0
2797,868.0,78150.0,14400.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,380.0,0,27.0,1,0.0,1,1.0,1.0
2807,868.0,84000.0,51300.0,4.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,510.0,0,39.0,1,8.0,1,1.0,1.0
2808,307.0,75006.0,45000.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,2059.14,1,34.0,0,3.0,1,1.0,1.0
2811,304.0,78790.0,78100.0,13.0,0.0,0.0,0.0,1.0,2.0,6.0,3.0,713.0,0,39.0,0,13.0,1,1.0,1.0
2814,1482.0,69004.0,69008.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,463.29,0,25.0,0,20.0,0,1.0,1.0
2816,868.0,92220.0,75014.0,7.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,10.0,0,53.0,0,6.0,0,1.0,1.0
2819,868.0,94220.0,99.0,13.0,0.0,0.0,1.0,1.0,5.0,2.0,2.0,380.0,0,48.0,1,9.0,0,1.0,8.0
2823,300.0,78480.0,56000.0,2.0,2.0,0.0,0.0,0.0,2.0,5.0,5.0,380.0,0,46.0,0,3.0,-1,1.0,1.0
2825,868.0,75020.0,75009.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,360.0,0,39.0,1,8.0,1,1.0,1.0
2828,868.0,92390.0,91300.0,4.0,0.0,1.0,1.0,1.0,0.0,6.0,2.0,2776.89,1,32.0,1,3.0,0,1.0,1.0
2830,304.0,75020.0,59000.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,2097.33,1,40.0,0,3.0,0,1.0,1.0
2831,304.0,31200.0,31240.0,15.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,521.0,0,30.0,0,2.0,1,1.0,1.0
2832,456.0,75003.0,33000.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,108.99,0,49.0,0,10.0,1,1.0,1.0
2833,456.0,75009.0,59170.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,4491.4,1,27.0,0,11.0,1,1.0,1.0
2842,868.0,80600.0,80450.0,6.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,740.36,0,64.0,1,2.0,1,-2.0,1.0
2843,868.0,57070.0,54000.0,4.0,1.0,0.0,1.0,0.0,0.0,6.0,1.0,380.0,0,27.0,1,1.0,0,1.0,1.0
2844,868.0,94320.0,99.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,0,26.0,1,3.0,0,3.0,12.0
2850,307.0,66420.0,75020.0,14.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,1059.1,0,37.0,1,4.0,1,1.0,1.0
2854,461.0,6270.0,51120.0,1.0,2.0,1.0,1.0,0.0,3.0,2.0,1.0,10.0,0,53.0,0,10.0,1,1.0,1.0
2855,307.0,31200.0,34200.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,300.0,0,27.0,0,3.0,1,1.0,1.0
2856,307.0,22340.0,29600.0,15.0,0.0,1.0,0.0,1.0,0.0,4.0,2.0,690.0,0,34.0,0,1.0,1,1.0,1.0
2858,868.0,67310.0,67100.0,13.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,673.99,0,35.0,1,1.0,1,1.0,1.0
2862,868.0,94300.0,99.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,105.88,0,35.0,1,3.0,1,1.0,9.0
2870,868.0,75007.0,99.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,-33.61,0,25.0,1,14.0,0,1.0,9.0
2871,868.0,19270.0,15200.0,4.0,0.0,0.0,1.0,1.0,0.0,6.0,2.0,360.0,0,37.0,1,4.0,1,1.0,1.0
2876,868.0,80330.0,80000.0,15.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,380.0,0,30.0,1,3.0,1,1.0,1.0
2878,868.0,78690.0,78100.0,2.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,270.0,0,43.0,1,8.0,-1,1.0,1.0
2885,300.0,75012.0,99.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,221.8,0,33.0,0,8.0,0,1.0,15.0
2886,868.0,67100.0,53000.0,16.0,0.0,1.0,1.0,1.0,1.0,6.0,2.0,4936.24,1,29.0,1,0.0,1,1.0,1.0
2887,868.0,75016.0,99.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,137.78,0,31.0,1,3.0,1,1.0,4.0
2896,300.0,27180.0,27400.0,4.0,2.0,1.0,0.0,0.0,0.0,5.0,1.0,995.62,0,54.0,0,7.0,1,1.0,1.0
2898,868.0,62100.0,62130.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,380.0,0,20.0,1,14.0,1,2.0,1.0
2901,300.0,7150.0,7150.0,6.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,7359.5,1,70.0,1,4.0,-1,1.0,1.0
2907,868.0,92500.0,85000.0,18.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,2.03,0,23.0,1,3.0,0,1.0,1.0
2908,868.0,69600.0,92700.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1694.04,1,29.0,1,7.0,0,1.0,1.0
2913,868.0,33220.0,33350.0,6.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,375.3,0,79.0,0,14.0,1,1.0,1.0
2916,868.0,31300.0,72000.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,725.85,0,29.0,1,3.0,1,1.0,1.0
2918,456.0,31500.0,99.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1748.32,1,30.0,0,2.0,-1,1.0,6.0
2926,868.0,38300.0,38000.0,2.0,0.0,0.0,0.0,1.0,2.0,6.0,2.0,380.0,0,34.0,1,2.0,1,1.0,1.0
2928,456.0,59100.0,76600.0,16.0,0.0,1.0,0.0,1.0,1.0,4.0,2.0,96.9,0,35.0,0,1.0,-1,1.0,1.0
2931,300.0,64140.0,99.0,6.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,300.0,0,63.0,1,7.0,0,1.0,6.0
2932,300.0,33380.0,92000.0,18.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,486.36,0,41.0,0,3.0,0,1.0,1.0
2935,868.0,83190.0,83000.0,7.0,1.0,0.0,1.0,0.0,0.0,4.0,2.0,5018.13,1,25.0,0,1.0,0,1.0,1.0
2937,868.0,59800.0,62260.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,2650.0,1,26.0,1,3.0,1,1.0,1.0
2938,868.0,86170.0,17110.0,4.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,230.0,0,30.0,1,20.0,1,1.0,1.0
2940,456.0,75018.0,95160.0,18.0,5.0,1.0,0.0,0.0,0.0,2.0,0.0,-77.67,0,34.0,0,3.0,1,1.0,1.0
2942,868.0,68000.0,99.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0,27.0,1,2.0,1,1.0,14.0
2947,868.0,59280.0,59184.0,6.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,3056.45,1,66.0,1,2.0,1,1.0,1.0
2949,868.0,38000.0,31000.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,0,20.0,1,4.0,0,1.0,1.0
2957,868.0,75015.0,30000.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,380.0,0,30.0,1,3.0,0,1.0,1.0
2958,868.0,92200.0,99.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,375.0,0,31.0,1,1.0,0,1.0,3.0
2961,868.0,77220.0,7100.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,380.0,0,29.0,1,8.0,-1,1.0,1.0
2962,868.0,77700.0,75014.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,65.52,0,21.0,1,3.0,0,1.0,1.0
2965,868.0,83210.0,75014.0,12.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,2668.0,1,18.0,1,3.0,1,1.0,1.0
2969,868.0,2880.0,2200.0,13.0,0.0,0.0,1.0,1.0,1.0,5.0,2.0,2380.0,1,58.0,1,4.0,1,1.0,1.0
2970,868.0,34080.0,77300.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,380.0,0,24.0,1,3.0,0,1.0,1.0
2972,868.0,20250.0,99.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0,20.0,1,3.0,1,1.0,9.0
2973,868.0,78440.0,78250.0,12.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,300.0,0,18.0,1,1.0,1,7.0,1.0
2976,868.0,75015.0,84110.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0,27.0,0,3.0,0,1.0,1.0
2979,307.0,34200.0,93320.0,11.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,494.53,0,45.0,0,3.0,-1,1.0,1.0
2980,868.0,31120.0,31870.0,6.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,380.0,0,67.0,1,3.0,0,1.0,1.0
2982,868.0,94220.0,92000.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,300.0,0,50.0,1,4.0,-1,1.0,1.0
2984,456.0,13350.0,74000.0,2.0,0.0,1.0,0.0,1.0,0.0,6.0,2.0,729.51,0,37.0,0,4.0,1,1.0,1.0
2989,300.0,78320.0,49000.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1080.0,0,54.0,1,6.0,0,1.0,1.0
2991,868.0,38000.0,93420.0,12.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,377.5,0,26.0,1,3.0,0,1.0,1.0
2993,868.0,59260.0,59650.0,11.0,0.0,1.0,1.0,1.0,0.0,6.0,2.0,10.0,0,26.0,0,2.0,0,1.0,1.0
2997,1543.0,34500.0,77120.0,16.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,343.0,0,41.0,0,4.0,1,1.0,1.0
3005,868.0,83160.0,83400.0,16.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2806.0,1,40.0,1,3.0,1,1.0,1.0
3007,456.0,73290.0,60200.0,12.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,100.0,0,21.0,0,17.0,-1,1.0,1.0
3008,868.0,76760.0,76000.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0,26.0,1,1.0,0,1.0,1.0
3011,307.0,44360.0,44000.0,4.0,0.0,1.0,1.0,1.0,1.0,6.0,2.0,430.0,0,33.0,0,1.0,0,1.0,1.0
3014,868.0,47700.0,47160.0,13.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,380.0,0,62.0,1,1.0,0,1.0,1.0
3015,868.0,94320.0,94200.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,175.27,0,29.0,0,3.0,1,1.0,1.0
3017,307.0,6400.0,6400.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2260.26,1,27.0,0,1.0,0,1.0,1.0
3020,868.0,35500.0,35000.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0,24.0,1,7.0,1,1.0,1.0
3024,868.0,83000.0,97300.0,6.0,0.0,1.0,1.0,1.0,3.0,2.0,2.0,10.0,0,63.0,0,4.0,1,1.0,1.0
3025,868.0,95470.0,60300.0,16.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,217.77,0,60.0,1,0.0,0,1.0,1.0
3027,300.0,91080.0,91000.0,12.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,50.0,0,23.0,0,3.0,1,1.0,1.0
3028,300.0,77680.0,99.0,12.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,110.0,0,24.0,0,3.0,0,1.0,17.0
3036,307.0,59800.0,3200.0,13.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,10.0,0,31.0,0,1.0,1,1.0,1.0
3044,456.0,16130.0,99.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,40.16,0,25.0,0,18.0,0,1.0,3.0
3045,868.0,34000.0,7000.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,-347.35,0,25.0,1,3.0,1,1.0,1.0
3046,868.0,75020.0,75018.0,16.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,308.45,0,32.0,1,1.0,0,1.0,1.0
3047,456.0,75019.0,35000.0,11.0,0.0,0.0,0.0,1.0,2.0,0.0,5.0,-2.0,0,35.0,0,0.0,1,1.0,1.0
3052,868.0,17137.0,80200.0,6.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,11130.01,1,68.0,1,3.0,1,1.0,1.0
3054,868.0,56860.0,44000.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0,38.0,1,3.0,-1,1.0,1.0
3055,307.0,31400.0,92200.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2634.45,1,20.0,1,10.0,-1,1.0,1.0
3057,868.0,67100.0,99.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1178.14,0,27.0,1,3.0,1,1.0,9.0
3058,868.0,75009.0,69008.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,8.42,0,26.0,1,3.0,1,1.0,1.0
3069,868.0,26130.0,75016.0,6.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,460.23,0,55.0,1,10.0,1,1.0,1.0
3070,300.0,75014.0,75014.0,2.0,0.0,1.0,1.0,1.0,0.0,4.0,2.0,-48.09,0,27.0,0,3.0,-1,1.0,1.0
3071,868.0,21000.0,99.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,180.0,0,28.0,1,0.0,1,1.0,12.0
3075,1543.0,60120.0,95120.0,16.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1040.0,0,36.0,0,3.0,1,1.0,1.0
3078,461.0,33380.0,85000.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,380.0,0,51.0,0,6.0,0,1.0,1.0
3081,868.0,79600.0,99.0,6.0,0.0,0.0,1.0,1.0,1.0,4.0,2.0,321.0,0,59.0,1,4.0,1,1.0,9.0
3086,868.0,75020.0,75010.0,4.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,80.0,0,30.0,1,3.0,0,1.0,1.0
3088,456.0,89240.0,22100.0,10.0,0.0,1.0,1.0,1.0,3.0,0.0,3.0,13.03,0,56.0,0,10.0,-1,1.0,1.0
3093,868.0,92110.0,61000.0,3.0,5.0,1.0,0.0,0.0,0.0,2.0,0.0,12.5,0,41.0,1,0.0,0,1.0,1.0
3095,868.0,69007.0,69007.0,2.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,119.75,0,30.0,1,5.0,1,1.0,1.0
3096,300.0,75018.0,92700.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,370.0,0,29.0,0,3.0,1,1.0,1.0
3097,300.0,13008.0,13008.0,12.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,12.8,0,24.0,0,2.0,-1,1.0,1.0
3102,868.0,13109.0,99.0,6.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,950.16,0,66.0,1,9.0,1,1.0,4.0
3103,1543.0,78500.0,99.0,16.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,10.0,0,27.0,0,3.0,0,1.0,9.0
3105,868.0,67500.0,69009.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,80.0,0,22.0,1,1.0,1,1.0,1.0
3108,868.0,13005.0,99.0,6.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,680.0,0,66.0,1,4.0,1,1.0,4.0
3109,1543.0,77150.0,92260.0,4.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,1377.5,1,50.0,0,0.0,0,1.0,1.0
3111,300.0,69270.0,69110.0,7.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,10.0,0,46.0,0,7.0,0,1.0,1.0
3114,868.0,92260.0,31000.0,2.0,0.0,0.0,0.0,1.0,5.0,2.0,4.0,380.0,0,49.0,1,10.0,1,1.0,1.0
3116,461.0,91310.0,97310.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,380.0,0,35.0,1,17.0,1,1.0,1.0
3122,456.0,13007.0,13012.0,16.0,0.0,0.0,1.0,1.0,0.0,4.0,2.0,380.0,0,31.0,0,3.0,0,1.0,1.0
3126,456.0,63800.0,63000.0,12.0,5.0,0.0,1.0,0.0,-1.0,0.0,0.0,456.84,0,18.0,0,3.0,1,1.0,1.0
3128,868.0,59420.0,59100.0,4.0,5.0,0.0,0.0,0.0,1.0,6.0,1.0,118.03,0,33.0,1,3.0,0,1.0,1.0
3148,868.0,92500.0,99.0,13.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,390.0,0,35.0,0,18.0,1,1.0,7.0
3150,868.0,78190.0,78000.0,10.0,2.0,1.0,1.0,0.0,0.0,4.0,1.0,5798.0,1,30.0,1,17.0,1,1.0,1.0
3155,456.0,59590.0,59880.0,16.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,1848.16,1,31.0,0,2.0,1,1.0,1.0
3157,868.0,91330.0,94220.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,380.0,0,37.0,1,3.0,1,1.0,1.0
3158,456.0,11590.0,11100.0,12.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,311.05,0,20.0,0,0.0,0,1.0,1.0
3160,1543.0,34430.0,34000.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,2.0,8339.95,1,45.0,0,15.0,1,1.0,1.0
3162,300.0,94110.0,83170.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,560.0,0,23.0,0,3.0,1,1.0,1.0
3167,868.0,79700.0,49300.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,320.0,0,24.0,1,7.0,1,1.0,1.0
3172,868.0,38400.0,38500.0,2.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,335.68,0,27.0,0,3.0,1,1.0,1.0
3176,300.0,94300.0,99.0,4.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,10.0,0,45.0,0,3.0,1,1.0,9.0
3178,1093.0,75011.0,75015.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,10.0,0,30.0,0,3.0,1,1.0,1.0
3183,868.0,75012.0,75014.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,180.0,0,29.0,1,1.0,0,1.0,1.0
3184,456.0,31390.0,95000.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,480.0,0,28.0,0,3.0,1,1.0,1.0
3185,868.0,92100.0,72000.0,2.0,0.0,1.0,1.0,1.0,1.0,6.0,2.0,48.17,0,27.0,1,3.0,1,1.0,1.0
3186,1543.0,93100.0,99.0,6.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,417.0,0,61.0,0,3.0,0,1.0,4.0
3187,456.0,67000.0,62300.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,300.0,0,31.0,1,3.0,1,1.0,1.0
3196,300.0,69270.0,65000.0,6.0,0.0,0.0,0.0,1.0,5.0,2.0,2.0,2275.73,1,67.0,0,4.0,1,1.0,1.0
3201,868.0,75002.0,59232.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,680.0,0,59.0,1,4.0,1,1.0,1.0
3202,868.0,1390.0,7320.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,65.0,0,21.0,1,0.0,1,1.0,1.0
3203,300.0,31400.0,31000.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,-509.62,0,24.0,0,1.0,1,1.0,1.0
3204,868.0,92100.0,34000.0,13.0,2.0,1.0,1.0,0.0,0.0,6.0,1.0,400.0,0,26.0,1,3.0,0,1.0,1.0
3205,868.0,67000.0,99.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,390.0,0,26.0,1,8.0,0,1.0,15.0
3212,868.0,94130.0,41000.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,1800.0,1,50.0,1,4.0,1,1.0,1.0
3214,300.0,75015.0,78410.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,15656.67,1,32.0,0,3.0,-1,1.0,1.0
3217,307.0,13710.0,92140.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,3.0,5910.0,1,50.0,0,0.0,1,1.0,1.0
3218,868.0,59100.0,76200.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,380.0,0,35.0,1,3.0,1,1.0,1.0
3221,868.0,92500.0,78100.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,80.0,0,27.0,1,3.0,0,1.0,1.0
3224,868.0,78400.0,99.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,10.0,0,47.0,0,0.0,-1,1.0,17.0
3225,733.0,31500.0,99.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,20.0,0,30.0,0,3.0,1,1.0,4.0
3226,1543.0,75013.0,99.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,80.0,0,28.0,0,3.0,1,1.0,4.0
3227,307.0,91230.0,94190.0,18.0,2.0,1.0,1.0,0.0,2.0,6.0,1.0,1963.61,1,44.0,0,6.0,1,1.0,1.0
3237,868.0,93200.0,93200.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,5380.0,1,28.0,1,3.0,-1,1.0,1.0
3245,1543.0,92300.0,60200.0,16.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,489.01,0,29.0,0,3.0,0,1.0,1.0
3247,868.0,77420.0,76000.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0,21.0,1,3.0,1,1.0,1.0
3249,868.0,66000.0,99.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,114.0,0,38.0,1,8.0,1,1.0,13.0
3256,307.0,13740.0,13012.0,15.0,0.0,0.0,0.0,1.0,2.0,6.0,2.0,14.18,0,28.0,1,3.0,0,1.0,1.0
3258,1543.0,94300.0,94190.0,12.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,10.0,0,26.0,0,0.0,1,1.0,1.0
3262,456.0,42410.0,38200.0,16.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,3590.0,1,22.0,0,3.0,0,1.0,1.0
3263,868.0,69008.0,2200.0,18.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2022.41,1,36.0,1,2.0,0,1.0,1.0
3264,300.0,53260.0,53000.0,12.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,77.23,0,19.0,0,16.0,0,1.0,1.0
3274,300.0,44350.0,37170.0,3.0,0.0,1.0,0.0,1.0,0.0,4.0,2.0,4574.09,1,35.0,0,4.0,1,1.0,1.0
3276,868.0,94270.0,45000.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,380.0,0,26.0,1,1.0,1,1.0,1.0
3278,868.0,95330.0,99.0,4.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,780.0,0,38.0,1,3.0,0,1.0,4.0
3279,1543.0,34170.0,97200.0,4.0,2.0,1.0,1.0,0.0,0.0,4.0,1.0,450.0,0,28.0,0,2.0,0,1.0,1.0
3284,307.0,64420.0,65000.0,6.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,10.0,0,79.0,0,4.0,0,1.0,1.0
3286,868.0,51470.0,51000.0,12.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,2577.2,1,21.0,1,3.0,1,3.0,1.0
3288,300.0,77100.0,91160.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,21.39,0,32.0,0,4.0,1,1.0,1.0
3291,307.0,31290.0,47000.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,223.61,0,50.0,0,4.0,1,1.0,1.0
3293,868.0,6250.0,99.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,2449.73,1,34.0,1,12.0,1,1.0,3.0
3294,1543.0,60500.0,95160.0,16.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,191.93,0,30.0,0,1.0,0,-2.0,1.0
3299,868.0,91400.0,75015.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,2803.89,1,54.0,1,15.0,1,1.0,1.0
3300,307.0,13090.0,57000.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,299.01,0,35.0,0,13.0,0,1.0,1.0
3304,868.0,30170.0,52100.0,18.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,5010.0,1,53.0,0,3.0,0,1.0,1.0
3306,733.0,35150.0,93000.0,4.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1337.47,1,42.0,0,4.0,1,1.0,1.0
3307,307.0,75002.0,22100.0,3.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,70.0,0,36.0,0,3.0,1,1.0,1.0
3309,868.0,33140.0,64000.0,12.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,25.0,1,16.0,-1,1.0,1.0
3310,300.0,13220.0,6800.0,2.0,0.0,1.0,1.0,1.0,1.0,4.0,2.0,716.44,0,41.0,0,8.0,0,1.0,1.0
3312,456.0,21000.0,21000.0,16.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,251.09,0,43.0,0,10.0,0,1.0,1.0
3313,868.0,69600.0,69600.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,310.0,0,28.0,1,8.0,1,1.0,1.0
3315,868.0,13100.0,99.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0,28.0,1,3.0,1,1.0,9.0
3316,304.0,17640.0,75012.0,16.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,-18.11,0,33.0,0,14.0,0,1.0,1.0
3320,456.0,95160.0,93140.0,3.0,0.0,1.0,1.0,1.0,0.0,4.0,2.0,5144.59,1,50.0,0,3.0,1,1.0,1.0
3323,307.0,68040.0,68000.0,4.0,0.0,0.0,1.0,1.0,1.0,6.0,2.0,110.74,0,28.0,0,14.0,1,1.0,1.0
