,campagne,code_postal,code_postal_naissance,csp,debit_cb,flag_banque_principale,flag_epargne,nature_cb,patrimoine,regime_matrimonial,revenus_annuels,encours,cible,AGE,Parrain,domain,Sex,country_connexion,pays_de_naissance
3326,868.0,13127.0,13500.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,296.9,0,42.0,1,3.0,0,1.0,1.0
3329,868.0,75011.0,75015.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,380.0,0,39.0,1,6.0,0,1.0,1.0
3334,868.0,75014.0,75014.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,680.0,0,32.0,1,3.0,0,1.0,1.0
3338,307.0,13009.0,13007.0,4.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0,380.0,0,44.0,0,6.0,0,1.0,1.0
3343,868.0,75010.0,13100.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,380.0,0,30.0,1,3.0,-1,1.0,1.0
3345,1482.0,62520.0,62600.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1087.21,0,43.0,0,14.0,1,1.0,1.0
3349,868.0,92340.0,91200.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0,21.0,1,3.0,1,1.0,1.0
3350,307.0,42800.0,42400.0,9.0,5.0,1.0,1.0,0.0,1.0,2.0,0.0,10.0,0,63.0,0,3.0,0,1.0,1.0
3351,456.0,86100.0,79300.0,4.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,800.4,0,43.0,0,15.0,1,1.0,1.0
3355,300.0,83550.0,59187.0,15.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,1240.0,1,33.0,0,3.0,1,1.0,1.0
3356,300.0,68000.0,67140.0,6.0,0.0,0.0,0.0,1.0,6.0,2.0,4.0,3429.01,1,67.0,0,4.0,-1,1.0,1.0
3359,307.0,38420.0,38700.0,2.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,2150.0,1,34.0,1,8.0,1,1.0,1.0
3360,300.0,67100.0,67000.0,4.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,216.6,0,35.0,0,3.0,1,1.0,1.0
3362,307.0,77420.0,51000.0,2.0,0.0,0.0,1.0,1.0,0.0,6.0,2.0,6950.0,1,35.0,0,3.0,1,1.0,1.0
3364,456.0,34130.0,99.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,3.0,10.0,0,42.0,0,10.0,0,1.0,10.0
3365,868.0,72000.0,72000.0,18.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,20.0,0,59.0,1,3.0,1,1.0,1.0
3370,868.0,69009.0,99.0,16.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,910.0,0,50.0,1,7.0,-1,1.0,4.0
3373,456.0,64240.0,32100.0,4.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,20.0,0,54.0,0,3.0,0,1.0,1.0
3374,456.0,75013.0,31000.0,2.0,0.0,1.0,1.0,1.0,0.0,4.0,2.0,8158.95,1,32.0,0,3.0,1,1.0,1.0
3376,868.0,75015.0,92700.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,10.0,0,29.0,0,0.0,0,1.0,1.0
3380,868.0,69330.0,69160.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,698.49,0,30.0,1,1.0,-1,1.0,1.0
3383,307.0,63100.0,79300.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,1631.97,1,45.0,0,16.0,1,1.0,1.0
3388,868.0,75019.0,75014.0,2.0,0.0,1.0,0.0,1.0,0.0,4.0,2.0,2876.53,1,27.0,1,1.0,0,1.0,1.0
3390,868.0,92100.0,75013.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,80.0,0,28.0,1,3.0,0,1.0,1.0
3391,1543.0,29820.0,29200.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,10.0,0,34.0,0,14.0,1,1.0,1.0
3399,868.0,92250.0,54000.0,11.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,510.32,0,41.0,0,3.0,1,1.0,1.0
3401,300.0,75010.0,75014.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0,26.0,0,3.0,0,1.0,1.0
3402,868.0,62880.0,59880.0,4.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,317.08,0,31.0,1,1.0,1,1.0,1.0
3403,300.0,75002.0,57000.0,13.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,4997.05,1,37.0,0,3.0,1,1.0,1.0
3412,307.0,67670.0,67500.0,14.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,580.0,0,63.0,0,4.0,1,1.0,1.0
3415,868.0,75013.0,99.0,18.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0,24.0,1,1.0,0,1.0,3.0
3419,868.0,75016.0,75016.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,380.0,0,27.0,1,3.0,1,1.0,1.0
3427,300.0,67100.0,75000.0,16.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,10.0,0,35.0,0,17.0,0,1.0,1.0
3428,868.0,84320.0,84000.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,-319.76,0,26.0,1,16.0,-1,1.0,1.0
3429,1176.0,74350.0,73700.0,2.0,0.0,0.0,0.0,1.0,3.0,2.0,3.0,10.0,0,50.0,0,4.0,0,1.0,1.0
3430,868.0,94120.0,67000.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,201.04,0,48.0,1,3.0,1,1.0,1.0
3434,868.0,35410.0,35000.0,4.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,230.0,0,33.0,1,1.0,0,1.0,1.0
3438,300.0,77220.0,93190.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,302.78,0,24.0,0,1.0,1,1.0,1.0
3441,868.0,77150.0,91000.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2680.0,1,20.0,1,3.0,-1,1.0,1.0
3443,868.0,76160.0,76000.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,130.0,0,25.0,1,2.0,1,1.0,1.0
3447,1482.0,65000.0,97220.0,4.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,1727.84,1,36.0,0,3.0,-1,1.0,1.0
3449,300.0,69350.0,69002.0,6.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,379.01,0,69.0,0,22.0,1,1.0,1.0
3451,868.0,31320.0,31450.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,625.83,0,59.0,1,4.0,1,1.0,1.0
3453,868.0,92240.0,69004.0,13.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,154.13,0,27.0,1,2.0,1,1.0,1.0
3455,456.0,45160.0,54000.0,2.0,0.0,0.0,0.0,1.0,1.0,4.0,3.0,300.0,0,51.0,0,13.0,0,1.0,1.0
3456,868.0,91160.0,92140.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0,21.0,1,3.0,1,1.0,1.0
3458,868.0,44980.0,91160.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,380.0,0,36.0,1,3.0,0,1.0,1.0
3460,868.0,72000.0,49300.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0,28.0,1,14.0,0,1.0,1.0
3462,868.0,59171.0,59230.0,16.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,380.0,0,51.0,1,3.0,0,1.0,1.0
3466,300.0,33360.0,99.0,6.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,380.0,0,74.0,0,7.0,0,1.0,4.0
3467,868.0,14000.0,78000.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,131.72,0,23.0,1,3.0,-1,1.0,1.0
3470,456.0,77660.0,75020.0,16.0,0.0,1.0,1.0,1.0,2.0,4.0,2.0,366.5,0,46.0,0,13.0,1,1.0,1.0
3472,868.0,78800.0,92200.0,2.0,0.0,0.0,0.0,1.0,3.0,2.0,3.0,420.0,0,48.0,1,14.0,-1,1.0,1.0
3473,921.0,13300.0,13140.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10378.02,1,30.0,0,0.0,0,1.0,1.0
3475,868.0,26260.0,91000.0,4.0,2.0,1.0,1.0,0.0,0.0,6.0,1.0,26.91,0,27.0,1,6.0,1,1.0,1.0
3477,1294.0,46300.0,15400.0,16.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,27.49,0,26.0,0,3.0,1,1.0,1.0
3478,868.0,57880.0,99.0,4.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,340.0,0,42.0,1,3.0,0,-2.0,8.0
3486,456.0,56850.0,56850.0,10.0,0.0,1.0,0.0,1.0,1.0,4.0,2.0,9617.99,1,59.0,0,6.0,1,1.0,1.0
3493,868.0,92400.0,99.0,4.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,380.0,0,28.0,1,3.0,1,1.0,3.0
3495,1543.0,78280.0,75018.0,16.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1110.86,0,36.0,0,5.0,1,1.0,1.0
3496,307.0,31500.0,11000.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,292.28,0,29.0,0,7.0,0,1.0,1.0
3498,300.0,57480.0,22200.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,446.71,0,24.0,0,3.0,0,1.0,1.0
3499,456.0,75007.0,99.0,12.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,10.0,0,24.0,1,3.0,1,1.0,9.0
3502,868.0,79000.0,51100.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,30.39,0,29.0,1,3.0,1,1.0,1.0
3509,868.0,75015.0,75020.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,455.94,0,28.0,1,3.0,0,1.0,1.0
3511,868.0,60260.0,94000.0,16.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,3355.2,1,40.0,1,0.0,0,1.0,1.0
3515,868.0,31300.0,99.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,380.0,0,32.0,1,8.0,0,1.0,2.0
3522,868.0,31240.0,31600.0,4.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,841.04,0,32.0,1,4.0,0,1.0,1.0
3528,868.0,75018.0,99.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,189.71,0,21.0,1,7.0,1,1.0,3.0
3529,868.0,34470.0,75012.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,378.0,0,26.0,1,3.0,1,1.0,1.0
3530,307.0,16110.0,16470.0,16.0,1.0,0.0,1.0,0.0,0.0,4.0,1.0,598.29,0,26.0,0,14.0,1,1.0,1.0
3531,461.0,75015.0,6100.0,13.0,0.0,1.0,1.0,1.0,2.0,2.0,3.0,10075.5,1,60.0,0,0.0,1,1.0,1.0
3534,868.0,59360.0,59400.0,16.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,6013.86,1,22.0,1,4.0,0,1.0,1.0
3537,868.0,31100.0,99.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,300.0,0,28.0,1,1.0,1,1.0,3.0
3539,1543.0,38260.0,38140.0,15.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,417.5,0,25.0,1,3.0,0,1.0,1.0
3545,300.0,69120.0,69002.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,302.67,0,29.0,0,3.0,0,1.0,1.0
3546,304.0,75018.0,95160.0,10.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,730.0,0,30.0,0,1.0,1,1.0,1.0
3547,307.0,71570.0,75017.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1349.07,1,64.0,0,0.0,1,-2.0,1.0
3552,300.0,17400.0,17400.0,14.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,27084.9,1,26.0,0,14.0,-1,1.0,1.0
3555,307.0,92250.0,92210.0,2.0,0.0,0.0,0.0,1.0,5.0,1.0,3.0,10.0,0,51.0,0,8.0,0,1.0,1.0
3560,868.0,4100.0,75011.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,380.0,0,27.0,1,18.0,0,1.0,1.0
3561,868.0,75013.0,75011.0,16.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,366.36,0,36.0,1,3.0,-1,1.0,1.0
3564,307.0,85600.0,22100.0,16.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,158.95,0,40.0,0,13.0,0,1.0,1.0
3567,307.0,12100.0,48000.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,659.01,0,44.0,0,4.0,1,1.0,1.0
3568,868.0,83510.0,83300.0,4.0,0.0,0.0,1.0,1.0,0.0,6.0,2.0,160.0,0,27.0,1,1.0,-1,1.0,1.0
3570,300.0,92390.0,92100.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,143.08,0,41.0,0,3.0,1,1.0,1.0
3573,300.0,76240.0,76000.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,3.0,12333.81,1,53.0,0,15.0,1,1.0,1.0
3581,307.0,31780.0,81100.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,180.0,0,23.0,0,14.0,-1,1.0,1.0
3585,456.0,31150.0,99.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,5.0,19172.9,1,65.0,0,10.0,1,1.0,3.0
3587,868.0,6700.0,34000.0,16.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,380.0,0,56.0,1,4.0,0,1.0,1.0
3588,1088.0,78000.0,78000.0,16.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,10.0,0,36.0,0,1.0,0,1.0,1.0
3589,461.0,31140.0,31000.0,4.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,100.0,0,28.0,0,20.0,1,1.0,1.0
3593,1633.0,75011.0,34000.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,-954.95,0,51.0,0,8.0,1,1.0,1.0
3596,868.0,60170.0,59400.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,297.5,0,57.0,1,3.0,1,1.0,1.0
3597,868.0,74130.0,74700.0,12.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,5067.5,1,19.0,1,1.0,1,1.0,1.0
3598,868.0,94160.0,75017.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,559.01,0,49.0,1,6.0,1,1.0,1.0
3601,300.0,59840.0,59000.0,16.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,116.82,0,23.0,0,3.0,1,1.0,1.0
3602,461.0,6360.0,84120.0,4.0,0.0,1.0,1.0,1.0,0.0,4.0,2.0,1080.0,0,44.0,0,8.0,1,1.0,1.0
3606,868.0,45320.0,63200.0,13.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,10.0,0,30.0,0,3.0,1,1.0,1.0
3607,456.0,11100.0,60800.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,15598.7,1,43.0,0,13.0,0,1.0,1.0
3608,307.0,50100.0,72200.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,3.0,280.0,0,36.0,0,3.0,1,1.0,1.0
3609,307.0,31400.0,15140.0,13.0,0.0,0.0,0.0,1.0,2.0,5.0,2.0,536.11,0,56.0,0,3.0,-1,1.0,1.0
3610,307.0,33160.0,56100.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,380.0,0,53.0,0,4.0,-1,1.0,1.0
3611,868.0,67870.0,6000.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,220.57,0,21.0,1,3.0,0,1.0,1.0
3612,456.0,73000.0,73000.0,6.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,1380.0,1,70.0,0,4.0,1,1.0,1.0
3613,300.0,94130.0,97110.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,28.83,0,27.0,0,3.0,0,1.0,1.0
3616,300.0,94300.0,75008.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2917.28,1,34.0,0,2.0,1,1.0,1.0
3617,456.0,93500.0,22500.0,4.0,0.0,0.0,1.0,1.0,1.0,4.0,2.0,80.0,0,28.0,0,3.0,1,1.0,1.0
3618,300.0,45760.0,72500.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,4050.0,1,46.0,0,7.0,0,1.0,1.0
3623,300.0,76100.0,62670.0,6.0,0.0,1.0,1.0,1.0,0.0,3.0,2.0,9486.33,1,63.0,0,20.0,0,3.0,1.0
3629,868.0,5000.0,94000.0,11.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1136.49,0,43.0,1,3.0,0,1.0,1.0
3632,300.0,35330.0,99.0,4.0,2.0,1.0,1.0,0.0,1.0,6.0,1.0,944.0,0,39.0,0,1.0,0,1.0,15.0
3634,456.0,74210.0,57000.0,18.0,2.0,0.0,0.0,0.0,0.0,5.0,1.0,6410.0,1,46.0,0,3.0,1,1.0,1.0
3635,868.0,17310.0,57150.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,3380.0,1,59.0,1,4.0,1,1.0,1.0
3636,868.0,13015.0,99.0,15.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,380.0,0,52.0,0,3.0,1,1.0,4.0
3638,868.0,72100.0,72000.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,380.0,0,25.0,1,3.0,0,1.0,1.0
3639,868.0,57070.0,57000.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,380.0,0,26.0,1,1.0,0,1.0,1.0
3640,304.0,75008.0,99.0,6.0,0.0,1.0,0.0,1.0,6.0,2.0,3.0,368.01,0,75.0,0,6.0,1,1.0,4.0
3642,868.0,31000.0,56000.0,12.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,380.0,0,20.0,1,3.0,1,1.0,1.0
3643,300.0,78400.0,99.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,300.0,0,60.0,1,1.0,0,1.0,15.0
3647,868.0,13100.0,78170.0,2.0,0.0,0.0,1.0,1.0,5.0,4.0,4.0,380.0,0,59.0,1,0.0,-1,1.0,1.0
3649,456.0,75008.0,75014.0,12.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,20.0,0,19.0,0,3.0,0,1.0,1.0
3650,868.0,97425.0,69000.0,11.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,80.0,0,47.0,1,3.0,0,1.0,1.0
3651,733.0,69006.0,42120.0,13.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,380.0,0,55.0,0,8.0,-1,1.0,1.0
3652,868.0,17530.0,1000.0,2.0,0.0,1.0,0.0,1.0,1.0,6.0,2.0,43.0,0,25.0,1,3.0,1,1.0,1.0
3653,307.0,64700.0,77100.0,18.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,1364.01,1,40.0,0,3.0,1,1.0,1.0
3654,868.0,77600.0,92340.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2500.0,1,25.0,1,3.0,1,1.0,1.0
3661,456.0,67000.0,67000.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,2645.94,1,30.0,0,3.0,1,1.0,1.0
3669,868.0,78200.0,99.0,2.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,30.0,0,33.0,0,3.0,0,1.0,17.0
3672,300.0,45150.0,45300.0,7.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,-397.79,0,40.0,0,7.0,0,1.0,1.0
3678,868.0,84800.0,84300.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,13580.0,1,29.0,1,3.0,-1,1.0,1.0
3686,456.0,84000.0,84000.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,719.3,0,35.0,0,6.0,0,1.0,1.0
3692,300.0,6510.0,6000.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1135.04,0,28.0,0,3.0,1,1.0,1.0
3696,307.0,77111.0,99.0,6.0,5.0,0.0,1.0,0.0,2.0,2.0,0.0,1000.0,0,78.0,0,3.0,-1,1.0,9.0
3697,300.0,68000.0,67390.0,15.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3215.6,1,56.0,0,3.0,0,1.0,1.0
3698,1840.0,6230.0,75018.0,6.0,5.0,1.0,0.0,0.0,0.0,2.0,0.0,248.24,0,72.0,0,3.0,1,1.0,1.0
3699,868.0,26000.0,38400.0,4.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,781.0,0,31.0,1,3.0,1,1.0,1.0
3702,300.0,30800.0,30000.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,412.0,0,36.0,0,1.0,0,3.0,1.0
3704,868.0,75007.0,31000.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1180.18,0,23.0,1,1.0,1,8.0,1.0
3709,868.0,38690.0,38500.0,1.0,2.0,1.0,0.0,0.0,1.0,4.0,1.0,15.0,0,34.0,1,4.0,1,1.0,1.0
3714,868.0,75014.0,99.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,78.77,0,34.0,1,3.0,0,1.0,12.0
3719,868.0,67380.0,17110.0,18.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,0.0,0,33.0,1,0.0,1,1.0,1.0
3720,868.0,44300.0,44300.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0,23.0,1,3.0,1,1.0,1.0
3723,868.0,59251.0,21000.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,380.0,0,19.0,1,1.0,1,1.0,1.0
3732,868.0,44400.0,44000.0,4.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,-20.0,0,45.0,1,5.0,-1,1.0,1.0
3736,307.0,44860.0,44100.0,18.0,5.0,0.0,0.0,0.0,0.0,4.0,1.0,10.0,0,28.0,0,3.0,1,1.0,1.0
3738,868.0,91000.0,13600.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,301.0,0,31.0,1,3.0,1,1.0,1.0
3741,300.0,6250.0,99.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,145.14,0,28.0,0,3.0,1,1.0,12.0
3744,868.0,77340.0,80000.0,7.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,6008.4,1,62.0,1,8.0,1,1.0,1.0
3748,456.0,76130.0,89400.0,6.0,0.0,0.0,1.0,1.0,6.0,1.0,4.0,300.0,0,63.0,0,6.0,1,1.0,1.0
3750,300.0,21440.0,2100.0,15.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,3452.77,1,31.0,0,1.0,1,1.0,1.0
3753,868.0,13080.0,75014.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,630.16,0,26.0,1,0.0,1,1.0,1.0
3756,307.0,76850.0,76800.0,3.0,0.0,1.0,1.0,1.0,1.0,5.0,2.0,297.5,0,51.0,0,16.0,1,1.0,1.0
3760,868.0,75004.0,75014.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,5050.36,1,25.0,0,1.0,0,1.0,1.0
3761,868.0,75014.0,56000.0,4.0,1.0,1.0,1.0,0.0,0.0,6.0,1.0,380.0,0,29.0,0,3.0,0,1.0,1.0
3762,868.0,92000.0,75018.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,200.0,0,20.0,0,3.0,1,1.0,1.0
3765,307.0,57070.0,57000.0,4.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,480.0,0,30.0,0,1.0,0,1.0,1.0
3766,304.0,69009.0,73200.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,5644.41,1,23.0,0,3.0,1,1.0,1.0
3769,868.0,65000.0,59150.0,16.0,0.0,0.0,1.0,1.0,0.0,6.0,2.0,210.19,0,24.0,1,3.0,1,1.0,1.0
3772,868.0,78540.0,55100.0,16.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,300.0,0,42.0,1,3.0,0,1.0,1.0
3773,868.0,75009.0,99.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,-638.31,0,27.0,0,3.0,0,1.0,19.0
3775,868.0,6210.0,6400.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,-30.9,0,27.0,1,3.0,1,1.0,1.0
3776,304.0,93160.0,93150.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,10.0,0,28.0,0,1.0,0,1.0,1.0
3780,456.0,77810.0,92400.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,0,21.0,0,3.0,-1,1.0,1.0
3781,307.0,78190.0,93800.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,5065.0,1,37.0,0,3.0,1,1.0,1.0
3783,307.0,93000.0,93700.0,15.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,780.52,0,28.0,0,1.0,1,1.0,1.0
3784,868.0,92230.0,92230.0,4.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,180.0,0,26.0,1,3.0,0,1.0,1.0
3787,868.0,69140.0,39300.0,13.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,121.82,0,39.0,1,0.0,1,1.0,1.0
3792,1543.0,51460.0,92250.0,16.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,450.0,0,53.0,0,3.0,0,1.0,1.0
3794,868.0,29200.0,99.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,-70.86,0,20.0,1,3.0,1,1.0,17.0
3796,868.0,69380.0,69004.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,194.99,0,26.0,1,3.0,1,1.0,1.0
3804,300.0,94700.0,75015.0,14.0,0.0,0.0,0.0,1.0,5.0,2.0,5.0,3580.0,1,50.0,0,3.0,1,1.0,1.0
3807,307.0,95230.0,75020.0,2.0,0.0,0.0,0.0,1.0,1.0,6.0,2.0,3019.01,1,50.0,0,1.0,1,1.0,1.0
3810,868.0,68000.0,33000.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,449.24,0,25.0,1,1.0,0,1.0,1.0
3812,868.0,69960.0,69550.0,15.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,380.01,0,53.0,1,11.0,1,1.0,1.0
3816,868.0,38360.0,38130.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,10.0,0,23.0,1,1.0,0,1.0,1.0
3817,300.0,43700.0,43260.0,4.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,10.0,0,57.0,0,4.0,0,1.0,1.0
3829,868.0,47310.0,47000.0,3.0,0.0,0.0,1.0,1.0,1.0,6.0,2.0,5077.5,1,51.0,1,4.0,1,1.0,1.0
3833,307.0,65690.0,46000.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,564.1,0,30.0,0,6.0,1,1.0,1.0
3835,300.0,38100.0,54000.0,12.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,160.0,0,19.0,0,3.0,1,1.0,1.0
3839,868.0,31000.0,99.0,12.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,10.0,0,25.0,1,3.0,1,1.0,4.0
3842,868.0,83550.0,83000.0,4.0,1.0,1.0,1.0,0.0,1.0,4.0,1.0,792.8,0,55.0,1,1.0,0,1.0,1.0
3850,868.0,13015.0,57440.0,2.0,0.0,1.0,0.0,1.0,0.0,4.0,2.0,379.01,0,35.0,1,4.0,1,1.0,1.0
3851,300.0,16430.0,16340.0,12.0,1.0,0.0,1.0,0.0,0.0,4.0,1.0,380.0,0,25.0,0,3.0,0,1.0,1.0
