,id_dim_personne,encours_parrain,id_parrain
549,4680953075,56680.36,2104422746.0
550,4669552142,1507.1,4278061145.0
551,5928974124,,
552,4660659783,,
553,4610276101,,
554,4610189137,,
555,5929087273,,
556,4606658130,946.11,4613490604.0
557,4521479946,,
558,4473803577,,
559,4454097356,,
560,4442026331,58699.4,150521339.0
561,5933080292,1443.82,5447981848.0
562,4428268910,,
563,4427912451,,
564,5933249864,,
565,4417748697,,
566,5933321445,,
567,4414481914,,
568,4411214692,,
569,4406089982,,
570,4397139799,21.01,4679969337.0
571,5937240276,,
572,4394300056,1132.44,2200529734.0
573,4365661087,3102.92,4234338069.0
574,4328085363,,
575,4320062681,361.15,6503783506.0
576,4316912867,,
577,4309615873,21.86,2350266932.0
578,4283781159,,
579,4266886947,,
580,4254532369,,
581,4136565876,707.58,3665773023.0
582,4133721900,54775.11,1695104981.0
583,4127701563,12434.3,3943166307.0
584,4123679721,4538.27,5779148740.0
585,4097894752,83754.91,2223555564.0
586,5708596319,18428.09,2487224714.0
587,4047190453,,
588,5708608062,31008.86,428506744.0
589,4025792948,303493.41,629316323.0
590,3701862904,,
591,5712050808,,
592,5712079026,,
593,2090633956,354.15,1963530931.0
594,2049829768,,
595,5717834034,,
596,5705523789,,
597,5717855357,,
598,5717863238,48403.06,2526498084.0
599,5721449674,216.77,4490095526.0
600,5721519375,3029.08,2050028605.0
601,5725258381,,
602,5728726536,,
603,5729686731,73071.87,1980305206.0
604,5729808307,365.62,5976972899.0
605,5949002195,7426.17,1937374072.0
606,5676034491,,
607,5676034137,,
608,5708617436,92.49,5600275299.0
609,5708716708,3039.9,5708711612.0
610,5949197910,39645.75,1716592439.0
611,5708835781,,
612,5708857815,,
613,5712185679,,
614,5712204210,,
615,5712213979,1524.56,2606531412.0
616,5712223246,3613.05,2320520110.0
617,5713216831,58.36,5395975754.0
618,5713309318,,
619,5713331206,226.46,6675909461.0
620,5713352537,,
621,5713377752,1379.2,5748728036.0
622,5714250367,34.79,1641918278.0
623,5714353340,1.77,5701952529.0
624,5717545841,26093.33,3733808782.0
625,5726183595,82782.44,3275480671.0
626,5961287931,,
627,5961360851,1432.12,5322574299.0
628,5726192268,,
629,5726330204,1135.35,3357796452.0
630,5962617688,,
631,5728262703,495.1,4481683422.0
632,5729753398,,
633,5729800990,,
634,5694289995,,
635,5734173147,182.65,5670173489.0
636,5735043613,,
637,5735059291,,
638,5735094120,,
639,5735162715,2167.57,4225761351.0
640,5735165360,,
641,5964031159,417.3,6117175572.0
642,5736336726,,
643,5736338757,,
644,5736356043,,
645,5967386168,,
646,5967451516,12432.09,5869717866.0
647,5708767423,,
648,5711987227,,
649,5712007137,,
650,5713419659,,
651,5717741017,,
652,5717753723,,
653,5725358612,,
654,5735174204,,
655,5736266713,,
656,5736280932,19250.73,5046893099.0
657,5736443532,2491.34,2521680768.0
658,5739705224,3488.4,6481696655.0
659,5722024236,0.0,5533331089.0
660,5722073265,,
661,5976422328,3883.5,330709143.0
662,5729615145,14724.95,5382209924.0
663,5729795572,,
664,5729856030,,
665,5729857264,1304.26,3296365344.0
666,5736248573,55298.78,3313187313.0
667,5739713614,,
668,5739944426,,
669,5739952710,,
670,5739993301,326.2,3038832591.0
671,5740167242,,
672,5740173660,,
673,5976944727,45717.18,1937380599.0
674,5740250193,132326.29,3846017830.0
675,5745265882,,
676,5748541873,,
677,5748587095,30.0,3075891596.0
678,5748611619,,
679,5748612434,60.55,6157557055.0
680,5980848075,,
681,5714432470,117.31,6351482778.0
682,5984317752,6958.7,936730915.0
683,5714453726,,
684,5714498473,,
685,5717631295,,
686,5740006457,,
687,5744384209,,
688,5745059540,4299.64,2689247960.0
689,5748547962,324.93,3059870674.0
690,5748624947,3.36,5346308570.0
691,5986906022,,
692,5752464404,,
693,5752491460,3723.61,3796744643.0
694,5755944207,,
695,5756300071,,
696,5756314458,,
697,5757344673,18713.6,6320293995.0
698,5757612004,304.45,3192665494.0
699,5757639796,161054.3,3502011774.0
700,5758539491,5448.61,5644281601.0
701,5758628065,,
702,5994810393,564.05,5842833498.0
703,5994812220,6149.26,2493663804.0
704,5762276843,,
705,5762276863,,
706,5762422722,,
707,5762438872,,
708,5999206043,149280.66,3560876416.0
709,5999206077,149280.66,3560876416.0
710,5999242069,,
711,5762522611,,
712,5770795799,5115.91,2251004693.0
713,5770887365,,
714,5770948377,1496.69,5424027847.0
715,5771130615,,
716,5774454399,,
717,5779584017,,
718,5780555355,,
719,5780576268,2294.23,4631865508.0
720,5780576285,2294.23,4631865508.0
721,5780600397,,
722,5780675884,340.34,4967198070.0
723,5756329914,324.89,4305697257.0
724,5757601538,18056.51,2207935899.0
725,5762112669,,
726,5762174729,404.13,5729753398.0
727,5780686807,2569.13,2786466353.0
728,6012692725,11498.1,2302811677.0
729,5780719302,,
730,5780759056,2690.6,5253138295.0
731,6012843550,,
732,5785029605,0.0,4687535320.0
733,5789765525,49073.17,4316968060.0
734,5794338859,2873.15,3717165007.0
735,5797974373,,
736,5797993031,,
737,5748979898,111.45,5690831817.0
738,5752511440,100.0,6734261207.0
739,5781906599,253.6,3346690484.0
740,5797983085,,
741,5798043660,,
742,5798290984,1685.73,4152424422.0
743,6021769554,127444.65,4074850848.0
744,6021824711,0.0,3384640929.0
745,6021825061,0.0,3384640929.0
746,5803921178,0.0,4675490105.0
747,5812669645,,
748,5812780598,3413.29,5399413077.0
749,5813154390,,
750,6029314006,330.0,4787097151.0
751,5813157382,4735.33,4188722682.0
752,5758617310,4028.45,4984834499.0
753,5758639541,,
754,5758640836,6046.11,5717890964.0
755,5758721515,5950.91,3402938719.0
756,5774840346,1.0,5214945089.0
757,5774867469,,
758,5779555526,,
759,5805187534,15877.49,5171437405.0
760,5779255804,0.0,1650175793.0
761,5781780854,5311.5,5512904417.0
762,5808411844,3737.19,3510721544.0
763,5808423411,,
764,5824568392,,
765,5824572273,,
766,5967927390,115.38,5211053620.0
767,6035494501,912.59,2798111590.0
768,5748778896,,
769,5762109446,,
770,5767447959,,
771,5770592643,,
772,5770708427,,
773,6035834716,415.0,6344753226.0
774,6035835314,530.02,6035320746.0
775,5774589088,,
776,5779245775,,
777,5779423685,,
778,5781840022,,
779,5781937967,,
780,6040725643,,
781,5781961293,133.6,6747644455.0
782,6040898909,,
783,5784972362,533.47,4409567768.0
784,5785002902,,
785,5785145330,13.63,3309221562.0
786,5785198217,13582.26,74330.0
787,5788609081,635.89,2449519134.0
788,5789518629,11895.44,1986316896.0
789,5789521935,,
790,5789849074,,
791,5794317896,,
792,5794415628,,
793,5794749149,,
794,5794766964,887.87,5676069511.0
795,5798126277,,
796,5798159790,,
797,5801983069,,
798,5802006561,,
799,5803997269,3211.75,2126465137.0
800,5805129180,,
801,5808253824,6955.74,5976568490.0
802,5808263550,10.0,5686939525.0
803,5808827521,32485.66,419500357.0
804,5811950851,294.4,4634855409.0
805,5812633405,,
806,5812917611,,
807,6059336197,,
808,5813059837,102.98,5734028987.0
809,5816374474,,
810,5816834528,10046.95,506738460.0
811,5816904746,,
812,5816942592,324.68,5650812894.0
813,5817101347,160.01,6648934726.0
814,5817124481,,
815,5820484902,,
816,5820613485,,
817,5820789291,,
818,5824195087,,
819,5826855683,,
820,5826856917,,
821,5826879193,,
822,6059745401,,
823,5826880397,,
824,5826910296,,
825,5826911215,,
826,5827063138,3790.81,4590529778.0
827,5830542106,,
828,5830704792,,
829,5833733131,2571.77,5798107359.0
830,5833742447,,
831,5834698821,,
832,5834703661,,
833,5834833203,,
834,6063928419,19965.47,2588690107.0
835,5835114298,1480.95,5229219386.0
836,5838882138,3626.68,1954552186.0
837,5838891105,,
838,5842951485,,
839,5846481907,,
840,5846662374,,
841,5846775350,19190.79,2463668221.0
842,5846782057,55.97,5613066274.0
843,5846791431,,
844,5847912809,980.77,5847914762.0
845,5847914762,,
846,5848012773,,
847,5849136422,,
848,5849171758,,
849,5849255862,1.0,5812835688.0
850,5849320545,,
851,5852865956,,
852,5852941289,,
853,5853036588,,
854,5853058109,,
855,5857201347,,
856,5857355935,8.87,5735162931.0
857,5857358916,,
858,6073343995,10.22,5726080435.0
859,6073347596,,
860,5865973838,,
861,5865989153,,
862,5866063441,,
863,5866187489,,
864,5866240081,,
865,5869737121,,
866,5869871646,,
867,5870007214,,
868,5870044389,,
869,5872349524,,
870,5873350794,3849.3,4274593299.0
871,5873459011,,
872,5873487609,100.0,5717875881.0
873,5873493470,8498.72,5582726223.0
874,5873534492,,
875,6081178600,228.8,2266219298.0
876,5876765175,,
877,5876790434,,
878,5876810234,564.73,2680530037.0
879,5876983389,,
880,5881074528,,
881,5881338409,,
882,5881587206,12.51,4470878246.0
883,5881653844,,
884,5881666410,260292.64,105364.0
885,5885089046,,
886,5885289941,,
887,5885406809,,
888,6088843404,1336.3,6463960469.0
889,6088846490,,
890,6088906167,,
891,5885465521,,
892,5885652744,2199.32,5885652724.0
893,5889496338,,
894,5889622083,,
895,5889640125,10.51,2074598788.0
896,5893122898,,
897,5894694468,,
898,5894756792,,
899,6093161090,,
900,5895949303,,
901,5896127107,,
902,5896129840,37.06,4084409750.0
903,5896160301,,
904,5899311249,135.0,5896127107.0
905,5903917321,2076.7,5199116406.0
906,5903932901,128.64,5899471541.0
907,5904031235,6489.05,4923731123.0
908,5904719599,252356.72,1892896117.0
909,5904820567,277.21,5365849639.0
910,5904922511,755.42,5740086577.0
911,6097207384,,
912,6097208194,,
913,5908223222,32.88,5908219542.0
914,5908261384,,
915,5908264024,,
916,5908283329,,
917,5908837493,,
918,5912450179,,
919,5912917410,,
920,5916596504,302.1,4554436937.0
921,5939697822,,
922,5943731606,10.0,5849195716.0
923,5943735459,9.57,4881683828.0
924,6103427100,,
925,5948757255,38208.17,1541753120.0
926,5948814874,,
927,5961373967,123.57,5679968548.0
928,6104661359,,
929,5962591351,,
930,6104820166,23.02,5846593274.0
931,5962800645,,
932,5948859216,3153.33,6064338161.0
933,5948970347,,
934,5962960942,,
935,5949026388,540.0,5736316138.0
936,6108381372,8138.49,4100754320.0
937,5962976527,21796.08,5729638948.0
938,5963936446,446.83,3136032579.0
939,5963940096,65910.02,3964159161.0
940,5964014292,175967.99,1591801405.0
941,5972244265,,
942,5972445103,190141.61,1646013896.0
943,5949092879,661.63,4190482390.0
944,6113247803,932.98,4199796727.0
945,5949107701,,
946,5756012484,,
947,5839520451,,
948,6117067110,61684.22,5826899408.0
949,6117068094,1000.0,5805108320.0
950,6117159497,79042.35,1678779897.0
951,5848111930,,
952,5861149647,,
953,6117486359,,
954,6120896953,14094.98,5857634897.0
955,6120987247,2.78,6045348453.0
956,5862252226,,
957,5862258848,,
958,6125053290,100.69,2971994843.0
959,6125112716,32723.99,3621202561.0
960,5869868821,201.54,5560513473.0
961,5869988641,14762.67,5548216061.0
962,5881213211,786.4,5729519859.0
963,6127478748,10.94,5379089188.0
964,5881393172,,
965,6127578751,997.87,3881037684.0
966,6127579350,463.5,5362712565.0
967,6127635027,190.0,5794383350.0
968,5881710510,,
969,5881710526,,
970,5885235762,,
971,5889205739,2153.4,5889202268.0
972,5889311148,646.9,5649644316.0
973,5889447759,,
974,5889518648,,
975,5889552511,,
976,5889594500,,
977,5892844708,,
978,5893154209,25754.86,5543791959.0
979,6135983231,10516.26,264760.0
980,5893241668,180.7,6602032613.0
981,5894750399,135831.58,5804965779.0
